COUNTRY,FREQUENCY,INDICATOR,UNIT,OBS_COMMENTS,DATA STATUS,DATA SOURCES,DATA CONFIDENTIALITY,TIME_PERIOD,OBS_VALUE
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2016-01,96214
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2016-02,99011
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2016-03,97747
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2016-04,102468
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2016-05,96117
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2016-06,99319
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2016-07,100146
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2016-08,96069
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2016-09,96291
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2016-10,95446
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2016-11,92538
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2016-12,99238
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2017-01,96354
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2017-02,99338
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2017-03,103332
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2017-04,102110
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2017-05,104040
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2017-06,106728
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2017-07,104864
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2017-08,106277
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2017-09,107993
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2017-10,102676
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2017-11,104883
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2017-12,110653
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2018-01,106614
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2018-02,108534
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2018-03,107719
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2018-04,104160
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2018-05,104147
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2018-06,105123
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2018-07,105903
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2018-08,105212
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2018-09,103719
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2018-10,104762
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2018-11,110164
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2018-12,113740
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2019-01,109420
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2019-02,112833
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2019-03,117800
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2019-04,115021
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2019-05,117780
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2019-06,118029
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2019-07,114584
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2019-08,115073
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2019-09,116261
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2019-10,116305
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2019-11,119748
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2019-12,121510
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2020-01,121758
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2020-02,124461
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2020-03,122542
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2020-04,123122
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2020-05,120734
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2020-06,120962
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2020-07,121540
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2020-08,123663
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2020-09,123768
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2020-10,120805
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2020-11,120089
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2020-12,128121
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2021-01,125250
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2021-02,126011
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2021-03,127983
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2021-04,128508
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2021-05,130382
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2021-06,129669
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2021-07,129506
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2021-08,131316
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2021-09,132298
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2021-10,134585
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2021-11,135628
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2021-12,142011
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2022-01,141187
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2022-02,144212
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2022-03,140447
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2022-04,141541
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2022-05,136404
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2022-06,133809
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2022-07,134932
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2022-08,135255
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2022-09,131962
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2022-10,132381.80172718945
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2022-11,139853.81070587772
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2022-12,150457.19621074633
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2023-01,152450.38544306284
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2023-02,153640.30852301139
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2023-03,161773.71868275112
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2023-04,171989.3580855953
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2023-05,176479.75202413794
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2023-06,176833.73371840181
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2023-07,178020.93386224061
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2023-08,174702.76391893334
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2023-09,174151.91394393655
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2023-10,176350.95714614808
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2023-11,182360.7494339156
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2023-12,196269.50708237579
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2024-01,200029.60955629096
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2024-02,203572.14943503935
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2024-03,210000.72929648211
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2024-04,215062.39523084441
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2024-05,218355.24186833127
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2024-06,219576.20641993065
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2024-07,222705.94918444517
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2024-08,230890.82283665866
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2024-09,232670.53387797298
Emirates,Monthly,CBs' Total Assets / Liabilities,"United States Dollar, Million",,,,,2024-10,231778.772302039
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2016-01,80013
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2016-02,80916
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2016-03,81685
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2016-04,84601
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2016-05,79775
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2016-06,81801
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2016-07,82671
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2016-08,80252
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2016-09,80960
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2016-10,79749
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2016-11,77170
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2016-12,84110
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2017-01,78395
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2017-02,82987
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2017-03,87436
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2017-04,85611
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2017-05,86861
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2017-06,91493
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2017-07,89175
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2017-08,91421
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2017-09,93175
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2017-10,87193
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2017-11,89234
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2017-12,93976
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2018-01,86809
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2018-02,90405
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2018-03,90231
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2018-04,88195
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2018-05,88112
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2018-06,89507
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2018-07,89761
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2018-08,88995
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2018-09,88511
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2018-10,88445
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2018-11,93709
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2018-12,97601
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2019-01,93506
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2019-02,97158
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2019-03,102132
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2019-04,99173
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2019-05,102157
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2019-06,101786
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2019-07,100084
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2019-08,100779
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2019-09,101754
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2019-10,100771
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2019-11,106899
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2019-12,107343
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2020-01,108606
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2020-02,109735
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2020-03,106038
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2020-04,100256
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2020-05,96036
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2020-06,95572
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2020-07,95097
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2020-08,96160
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2020-09,96512
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2020-10,96380
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2020-11,95672
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2020-12,103756
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2021-01,102718
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2021-02,104966
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2021-03,106312
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2021-04,106813
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2021-05,109162
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2021-06,109576
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2021-07,109723
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2021-08,111883
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2021-09,112955
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2021-10,115835
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2021-11,118562
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2021-12,126927
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2022-01,126065
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2022-02,126643
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2022-03,122309
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2022-04,123183
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2022-05,120400
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2022-06,118070
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2022-07,118572
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2022-08,119182
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2022-09,115594
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2022-10,115996.26139332609
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2022-11,121505.30573051573
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2022-12,129853.82784292351
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2023-01,135519.71330003315
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2023-02,137021.41256454485
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2023-03,145799.06940784483
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2023-04,155558.34471869961
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2023-05,160365.96071402484
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2023-06,160641.5218483287
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2023-07,162180.25304393264
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2023-08,159015.92899082464
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2023-09,158739.55097568786
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2023-10,161041.79345645785
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2023-11,167816.45849744629
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2023-12,183368.23579451276
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2024-01,189058.08308938795
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2024-02,192581.56241536827
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2024-03,198960.31254600312
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2024-04,203069.22313557367
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2024-05,208000.73272389127
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2024-06,209603.18062446269
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2024-07,210098.75499643211
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2024-08,216984.24353708624
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2024-09,220848.36217039279
Emirates,Monthly,CBs' Foreign Assets (Net),"United States Dollar, Million",,,,,2024-10,221871.09697320437
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2016-01,81934
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2016-02,84096
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2016-03,84141
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2016-04,88928
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2016-05,81507
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2016-06,86282
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2016-07,86626
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2016-08,82262
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2016-09,82878
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2016-10,81100
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2016-11,78389
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2016-12,85394
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2017-01,79913
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2017-02,84589
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2017-03,89230
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2017-04,87186
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2017-05,88546
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2017-06,92888
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2017-07,90944
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2017-08,93093
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2017-09,94482
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2017-10,88462
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2017-11,90725
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2017-12,95373
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2018-01,89491
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2018-02,93246
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2018-03,92305
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2018-04,89589
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2018-05,89637
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2018-06,90843
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2018-07,91182
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2018-08,90424
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2018-09,89814
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2018-10,89773
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2018-11,95005
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2018-12,99503
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2019-01,95543
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2019-02,98548
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2019-03,103453
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2019-04,100372
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2019-05,104104
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2019-06,103568
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2019-07,101429
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2019-08,102382
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2019-09,102793
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2019-10,101824
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2019-11,107906
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2019-12,108359
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2020-01,109765
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2020-02,111402
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2020-03,107258
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2020-04,102142
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2020-05,97115
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2020-06,96487
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2020-07,97343
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2020-08,97741
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2020-09,98115
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2020-10,98501
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2020-11,98091
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2020-12,106700
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2021-01,103984
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2021-02,105918
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2021-03,107878
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2021-04,108254
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2021-05,110592
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2021-06,110773
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2021-07,111074
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2021-08,116377
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2021-09,117719
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2021-10,120237
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2021-11,122865
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2021-12,131117
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2022-01,130559
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2022-02,133537
Emirates,Monthly,CBs' Foreign Assets,"United States Dollar, Million",,,,,2022-03,129342
