COUNTRY,FREQUENCY,INDICATOR,UNIT,OBS_COMMENTS,DATA STATUS,DATA SOURCES,DATA CONFIDENTIALITY,TIME_PERIOD,OBS_VALUE
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-10,7677
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-11,7670
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2020-12,7769
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-01,7802
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-02,7882
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-03,7944
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-04,8095
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-05,8167
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-06,8171
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-07,8368
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-08,8292
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-09,8350
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-10,8428
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-11,8433
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2021-12,8576
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-01,8596
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-02,8793
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-03,8775
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-04,8799
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-05,9036
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-06,8931
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-07,8828
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-08,8587
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-09,8387
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-10,8182
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-11,8199
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2022-12,8147.0351227650399
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-01,7621.2397897024439
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-02,7801.682515557457
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-03,7890.075034251774
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-04,8135.9310065899772
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-05,7718.5050296581667
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-06,7659.9307661590701
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-07,7675.4650372927636
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-08,7563.1477983140303
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-09,7487.3520342953816
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-10,7426.8936922915864
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-11,7377.542111558093
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2023-12,7535.3544106954332
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-01,7301.2885019067289
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-02,7336.5537611778864
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-03,7412.3743763007915
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-04,7496.5482794214759
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-05,7486.3254240731267
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-06,7446.1018977240192
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-07,7423.6473384680558
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-08,7553.5811409500666
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-09,7715.8731060884929
Bahrain,Monthly,Money Supply M1,"United States Dollar, Million",,,,,2024-10,7597.8635150452837
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-01,27010
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-02,27148
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-03,27376
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-04,27560
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-05,27636
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-06,27582
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-07,27525
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-08,27373
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-09,27238
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-10,27141
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-11,27357
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2016-12,27042
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-01,27384
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-02,27588
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-03,27818
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-04,27744
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-05,27862
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-06,27884
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-07,28054
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-08,27913
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-09,27818
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-10,28045
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-11,28133
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2017-12,28177
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2018-01,28071
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2018-02,28160
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2018-03,28192
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2018-04,28144
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2018-05,28211
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2018-06,28268
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2018-07,28199
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2018-08,28115
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2018-09,28466
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2018-10,28391
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2018-11,28542
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2018-12,28844
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2019-01,29047
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2019-02,29425
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2019-03,30090
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2019-04,30619
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2019-05,30640
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2019-06,31468
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2019-07,30892
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2019-08,31337
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2019-09,31274
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2019-10,31756
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2019-11,31863
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2019-12,32054
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2020-01,32654
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2020-02,32518
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2020-03,32791
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2020-04,33450
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2020-05,34131
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2020-06,34291
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2020-07,34335
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2020-08,34387
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2020-09,34096
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2020-10,34007
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2020-11,33947
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2020-12,34149
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2021-01,34054
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2021-02,34438
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2021-03,34432
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2021-04,34981
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2021-05,35592
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2021-06,35840
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2021-07,35314
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2021-08,35441
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2021-09,35726
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2021-10,35643
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2021-11,35536
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2021-12,35812
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2022-01,35782
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2022-02,35966
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2022-03,35886
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2022-04,35694
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2022-05,35978
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2022-06,36708
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2022-07,37287
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2022-08,37402
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2022-09,37367
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2022-10,36966
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2022-11,37314
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2022-12,37193.437399159244
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2023-01,38471.090803323495
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2023-02,38617.465910730534
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2023-03,38723.096231617252
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2023-04,38266.358104176477
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2023-05,38317.997999677056
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2023-06,38446.737364775516
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2023-07,38577.052871884116
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2023-08,38516.533992608107
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2023-09,38237.743808441912
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2023-10,38382.971315416566
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2023-11,38464.810060168173
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2023-12,39068.795548756425
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2024-01,38795.545394115223
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2024-02,38429.27446184904
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2024-03,38294.933248036978
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2024-04,38273.567507142689
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2024-05,38401.873818136744
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2024-06,39069.85546615591
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2024-07,39241.922011895876
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2024-08,39434.12016848733
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2024-09,40250.689873704017
Bahrain,Monthly,Money Supply M2,"United States Dollar, Million",,,,,2024-10,39690.617728386496
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2016-01,31804
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2016-02,32235
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2016-03,32317
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2016-04,32488
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2016-05,32712
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2016-06,32462
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2016-07,32745
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2016-08,32304
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2016-09,32286
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2016-10,32169
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2016-11,32638
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2016-12,31973
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2017-01,32421
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2017-02,32594
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2017-03,32845
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2017-04,32929
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2017-05,32959
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2017-06,32923
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2017-07,33454
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2017-08,32984
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2017-09,32823
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2017-10,33199
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2017-11,33303
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2017-12,33301
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2018-01,33144
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2018-02,33362
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2018-03,33056
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2018-04,33151
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2018-05,33185
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2018-06,32985
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2018-07,32750
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2018-08,32724
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2018-09,33017
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2018-10,32950
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2018-11,33256
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2018-12,33569
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2019-01,33787
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2019-02,34387
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2019-03,34976
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2019-04,35665
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2019-05,35753
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2019-06,36027
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2019-07,35541
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2019-08,35988
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2019-09,35801
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2019-10,36253
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2019-11,36261
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2019-12,36361
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2020-01,37312
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2020-02,36680
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2020-03,37159
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2020-04,37391
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2020-05,37893
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2020-06,37710
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2020-07,37816
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2020-08,37815
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2020-09,37273
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2020-10,37463
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2020-11,37401
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2020-12,37636
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2021-01,37326
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2021-02,37685
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2021-03,37728
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2021-04,38283
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2021-05,38985
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2021-06,39245
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2021-07,39025
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2021-08,38928
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2021-09,39222
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2021-10,39753
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2021-11,39487
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2021-12,39585
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2022-01,39559
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2022-02,39687
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2022-03,39954
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2022-04,39677
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2022-05,40108
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2022-06,40598
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2022-07,40298
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2022-08,40367
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2022-09,40660
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2022-10,40264
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2022-11,40501
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2022-12,40253.529003720818
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2023-01,41673.202998606066
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2023-02,41651.656590243743
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2023-03,41882.48170803822
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2023-04,41671.71610793985
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2023-05,41815.598915748771
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2023-06,41802.199382595667
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2023-07,41820.294693056348
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2023-08,41902.650736262789
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2023-09,41670.026046223313
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2023-10,41756.391327951031
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2023-11,41807.871225625022
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2023-12,42463.335780047382
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2024-01,41996.820282748937
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2024-02,41730.923312532745
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2024-03,42286.118692882061
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2024-04,42415.027518216091
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2024-05,42000.242745970427
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2024-06,42595.870390294542
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2024-07,42744.756169763197
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2024-08,43744.051978377072
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2024-09,44218.370224575592
Bahrain,Monthly,Money Supply M3,"United States Dollar, Million",,,,,2024-10,43774.357823018152
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2016-01,5042
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2016-02,5427
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2016-03,4810
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2016-04,5122
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2016-05,5163
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2016-06,5273
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2016-07,5513
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2016-08,4499
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2016-09,4549
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2016-10,4775
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2016-11,4677
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2016-12,4674
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2017-01,4684
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2017-02,4965
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2017-03,5208
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2017-04,5101
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2017-05,4885
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2017-06,4900
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2017-07,5127
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2017-08,5407
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2017-09,5054
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2017-10,5049
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2017-11,4989
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2017-12,5004
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2018-01,4758
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2018-02,4884
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2018-03,4489
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2018-04,4578
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2018-05,4516
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2018-06,5170
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2018-07,4305
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2018-08,4206
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2018-09,4310
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2018-10,4127
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2018-11,4434
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2018-12,4549
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2019-01,4480
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2019-02,5284
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2019-03,6107
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2019-04,5699
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2019-05,6146
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2019-06,5606
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2019-07,5670
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2019-08,5680
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2019-09,5390
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2019-10,5757
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2019-11,6001
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2019-12,6091
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2020-01,6490
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2020-02,6320
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2020-03,6475
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2020-04,6361
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2020-05,6137
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2020-06,6416
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2020-07,6674
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2020-08,6338
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2020-09,5401
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2020-10,5479
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2020-11,5550
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2020-12,5728
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2021-01,6187
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2021-02,7096
Bahrain,Monthly,Monetary Base,"United States Dollar, Million",,,,,2021-03,7776
