COUNTRY,NATIONALITY,GENDER,AGE,FREQUENCY,TIME_PERIOD,OBS_VALUE,OBS_COMMENTS,DATA STATUS,DATA SOURCES,DATA CONFIDENTIALITY
Oman,Citzens,Total,Not Stated,Annual,2011,46,,,,
Oman,Citzens,Total,Not Stated,Annual,2012,23,,,,
Emirates,Total,Total,All Ages,Annual,2010,6965488,,,,
Emirates,Total,Total,All Ages,Annual,2011,7243588.000000001,,,,
Emirates,Total,Total,All Ages,Annual,2012,7539306.999999999,,,,
Emirates,Total,Total,All Ages,Annual,2013,7846755,,,,
Emirates,Total,Total,All Ages,Annual,2014,8272124,,,,
Emirates,Total,Total,All Ages,Annual,2015,8738350.000000002,,,,
Emirates,Total,Total,All Ages,Annual,2016,9131839.000000002,,,,
Emirates,Total,Total,All Ages,Annual,2017,9314611,,,,
Emirates,Total,Total,All Ages,Annual,2018,9378791.000000002,,,,
Emirates,Total,Total,All Ages,Annual,2019,9512777.999999996,,,,
Emirates,Total,Total,All Ages,Annual,2020,9289296.999999996,,,,
Emirates,Total,Total,All Ages,Annual,2021,9861006.999999998,,,,
Emirates,Total,Total,All Ages,Annual,2022,10288946.000000002,,,,
Emirates,Total,Total,All Ages,Annual,2023,10678555.999999998,,,,
Emirates,Total,Total,All Ages,Annual,2024,11294243,,,,
Bahrain,Total,Total,All Ages,Annual,2010,1228543,,,,
Bahrain,Total,Total,All Ages,Annual,2011,1195020,,,,
Bahrain,Total,Total,All Ages,Annual,2012,1208964,,,,
Bahrain,Total,Total,All Ages,Annual,2013,1253191,,,,
Bahrain,Total,Total,All Ages,Annual,2014,1314562,,,,
Bahrain,Total,Total,All Ages,Annual,2015,1370322,,,,
Bahrain,Total,Total,All Ages,Annual,2016,1423726,,,,
Bahrain,Total,Total,All Ages,Annual,2017,1501116,,,,
Bahrain,Total,Total,All Ages,Annual,2018,1503091,,,,
Bahrain,Total,Total,All Ages,Annual,2019,1483756,,,,
Bahrain,Total,Total,All Ages,Annual,2020,1472204,,,,
Bahrain,Total,Total,All Ages,Annual,2021,1504365,,,,
Bahrain,Total,Total,All Ages,Annual,2022,1524693,,,,
Bahrain,Total,Total,All Ages,Annual,2023,1577059,,,,
Bahrain,Total,Total,All Ages,Annual,2024,1588670,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2010,39594363.00000001,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2011,41638015.99999999,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2012,43641440,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2013,46030995,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2014,47872447,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2015,50492977,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2016,52624151.99999999,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2017,53304570.99999999,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2018,52860149,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2019,52941983,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2020,53964744.00000001,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2021,53642263.00000001,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2022,56648521.99999999,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2023,59100223.99999999,,,,
Gulf Cooperation Council,Total,Total,All Ages,Annual,2024,61505543,,,,
Kuwait,Total,Total,All Ages,Annual,2010,2933268,,,,
Kuwait,Total,Total,All Ages,Annual,2011,3098892,,,,
Kuwait,Total,Total,All Ages,Annual,2012,3268431,,,,
Kuwait,Total,Total,All Ages,Annual,2013,3448139,,,,
Kuwait,Total,Total,All Ages,Annual,2014,3767415,,,,
Kuwait,Total,Total,All Ages,Annual,2015,3971031,,,,
Kuwait,Total,Total,All Ages,Annual,2016,4082704,,,,
Kuwait,Total,Total,All Ages,Annual,2017,4226920,,,,
Kuwait,Total,Total,All Ages,Annual,2018,4420110,,,,
Kuwait,Total,Total,All Ages,Annual,2019,4464521,,,,
Kuwait,Total,Total,All Ages,Annual,2020,4336012,,,,
Kuwait,Total,Total,All Ages,Annual,2021,4216900,,,,
Kuwait,Total,Total,All Ages,Annual,2022,4793568,,,,
Kuwait,Total,Total,All Ages,Annual,2023,4913271,,,,
Kuwait,Total,Total,All Ages,Annual,2024,4881254,,,,
Oman,Total,Total,All Ages,Annual,2010,2773479,,,,
Oman,Total,Total,All Ages,Annual,2011,3275932,,,,
Oman,Total,Total,All Ages,Annual,2012,3622974,,,,
Oman,Total,Total,All Ages,Annual,2013,3855206,,,,
Oman,Total,Total,All Ages,Annual,2014,3992893,,,,
Oman,Total,Total,All Ages,Annual,2015,4159102,,,,
Oman,Total,Total,All Ages,Annual,2016,4414051,,,,
Oman,Total,Total,All Ages,Annual,2017,4559963,,,,
Oman,Total,Total,All Ages,Annual,2018,4601706,,,,
Oman,Total,Total,All Ages,Annual,2019,4617927,,,,
Oman,Total,Total,All Ages,Annual,2020,4481042,,,,
Oman,Total,Total,All Ages,Annual,2021,4527446,,,,
Oman,Total,Total,All Ages,Annual,2022,4933850,,,,
Oman,Total,Total,All Ages,Annual,2023,5165602,,,,
Oman,Total,Total,All Ages,Annual,2024,5268072,,,,
Qatar,Total,Total,All Ages,Annual,2010,1715098,,,,
Qatar,Total,Total,All Ages,Annual,2011,1732717,,,,
Qatar,Total,Total,All Ages,Annual,2012,1832903,,,,
Qatar,Total,Total,All Ages,Annual,2013,2003700,,,,
Qatar,Total,Total,All Ages,Annual,2014,2216180,,,,
Qatar,Total,Total,All Ages,Annual,2015,2437790,,,,
Qatar,Total,Total,All Ages,Annual,2016,2617634,,,,
Qatar,Total,Total,All Ages,Annual,2017,2724606,,,,
Qatar,Total,Total,All Ages,Annual,2018,2760170,,,,
Qatar,Total,Total,All Ages,Annual,2019,2799202,,,,
Qatar,Total,Total,All Ages,Annual,2020,2833679,,,,
Qatar,Total,Total,All Ages,Annual,2021,2748162,,,,
Qatar,Total,Total,All Ages,Annual,2022,2932241,,,,
Qatar,Total,Total,All Ages,Annual,2023,3063005,,,,
Qatar,Total,Total,All Ages,Annual,2024,3173024,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2010,23978487,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2011,25091867,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2012,26168861,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2013,27624004,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2014,28309273,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2015,29816382,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2016,30954198,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2017,30977355,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2018,30196281,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2019,30063799,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2020,31552510,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2021,30784383,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2022,32175224,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2023,33702731,,,,
Saudi Arabia,Total,Total,All Ages,Annual,2024,35300280,,,,
Emirates,Citzens,Total,All Ages,Annual,2010,947997,,,,
Emirates,Citzens,Total,All Ages,Annual,2011,0,,,,
Emirates,Citzens,Total,All Ages,Annual,2012,0,,,,
Emirates,Citzens,Total,All Ages,Annual,2013,0,,,,
Emirates,Citzens,Total,All Ages,Annual,2014,0,,,,
Emirates,Citzens,Total,All Ages,Annual,2015,0,,,,
Emirates,Citzens,Total,All Ages,Annual,2016,0,,,,
Emirates,Citzens,Total,All Ages,Annual,2017,0,,,,
Emirates,Citzens,Total,All Ages,Annual,2018,0,,,,
Emirates,Citzens,Total,All Ages,Annual,2019,0,,,,
Emirates,Citzens,Total,All Ages,Annual,2020,0,,,,
Emirates,Citzens,Total,All Ages,Annual,2021,0,,,,
Emirates,Citzens,Total,All Ages,Annual,2022,0,,,,
Emirates,Citzens,Total,All Ages,Annual,2023,0,,,,
Bahrain,Citzens,Total,All Ages,Annual,2010,570687,,,,
Bahrain,Citzens,Total,All Ages,Annual,2011,584688,,,,
Bahrain,Citzens,Total,All Ages,Annual,2012,599629,,,,
Bahrain,Citzens,Total,All Ages,Annual,2013,614830,,,,
Bahrain,Citzens,Total,All Ages,Annual,2014,630744,,,,
Bahrain,Citzens,Total,All Ages,Annual,2015,647835,,,,
Bahrain,Citzens,Total,All Ages,Annual,2016,664707,,,,
Bahrain,Citzens,Total,All Ages,Annual,2017,677506,,,,
Bahrain,Citzens,Total,All Ages,Annual,2018,689714,,,,
Bahrain,Citzens,Total,All Ages,Annual,2019,701827,,,,
Bahrain,Citzens,Total,All Ages,Annual,2020,713263,,,,
Bahrain,Citzens,Total,All Ages,Annual,2021,719333,,,,
Bahrain,Citzens,Total,All Ages,Annual,2022,714011,,,,
Bahrain,Citzens,Total,All Ages,Annual,2023,727352,,,,
Bahrain,Citzens,Total,All Ages,Annual,2024,739736,,,,
Kuwait,Citzens,Total,All Ages,Annual,2010,1061731,,,,
Kuwait,Citzens,Total,All Ages,Annual,2011,1096907,,,,
Kuwait,Citzens,Total,All Ages,Annual,2012,1128381,,,,
Kuwait,Citzens,Total,All Ages,Annual,2013,1159787,,,,
Kuwait,Citzens,Total,All Ages,Annual,2014,1191234,,,,
Kuwait,Citzens,Total,All Ages,Annual,2015,1222837,,,,
Kuwait,Citzens,Total,All Ages,Annual,2016,1270201,,,,
Kuwait,Citzens,Total,All Ages,Annual,2017,1303246,,,,
Kuwait,Citzens,Total,All Ages,Annual,2018,1335712,,,,
Kuwait,Citzens,Total,All Ages,Annual,2019,1365171,,,,
Kuwait,Citzens,Total,All Ages,Annual,2020,1391957,,,,
Kuwait,Citzens,Total,All Ages,Annual,2021,1420836,,,,
Kuwait,Citzens,Total,All Ages,Annual,2022,1517076,,,,
Kuwait,Citzens,Total,All Ages,Annual,2023,1545781,,,,
Kuwait,Citzens,Total,All Ages,Annual,2024,1566168,,,,
Oman,Citzens,Total,All Ages,Annual,2010,1957336,,,,
Oman,Citzens,Total,All Ages,Annual,2011,2013112,,,,
Oman,Citzens,Total,All Ages,Annual,2012,2092537,,,,
Oman,Citzens,Total,All Ages,Annual,2013,2172002,,,,
Oman,Citzens,Total,All Ages,Annual,2014,2260705,,,,
Oman,Citzens,Total,All Ages,Annual,2015,2344946,,,,
Oman,Citzens,Total,All Ages,Annual,2016,2427825,,,,
Oman,Citzens,Total,All Ages,Annual,2017,2505369,,,,
Oman,Citzens,Total,All Ages,Annual,2018,2579236,,,,
Oman,Citzens,Total,All Ages,Annual,2019,2655144,,,,
Oman,Citzens,Total,All Ages,Annual,2020,2735966,,,,
Oman,Citzens,Total,All Ages,Annual,2021,2804117,,,,
Oman,Citzens,Total,All Ages,Annual,2022,2867611,,,,
Oman,Citzens,Total,All Ages,Annual,2023,2928957,,,,
Oman,Citzens,Total,All Ages,Annual,2024,2984793,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2010,14046164,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2011,14342129,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2012,14683546,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2013,15079401,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2014,15535036,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2015,15968071,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2016,16355312,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2017,16696980,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2018,17085636,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2019,17507171,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2020,17978587,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2021,18380669,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2022,18792262,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2023,19245929,,,,
Saudi Arabia,Citzens,Total,All Ages,Annual,2024,19635258,,,,
Emirates,Non Citzens,Total,All Ages,Annual,2010,7316073,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2010,657856,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2011,610332,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2012,609335,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2013,638361,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2014,683818,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2015,722487,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2016,759019,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2017,823610,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2018,813377,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2019,781929,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2020,758941,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2021,785032,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2022,810682,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2023,849707,,,,
Bahrain,Non Citzens,Total,All Ages,Annual,2024,848934,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2010,1871537,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2011,2001985,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2012,2140050,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2013,2288352,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2014,2576181,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2015,2748194,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2016,2812503,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2017,2923674,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2018,3084398,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2019,3099350,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2020,2944055,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2021,2796064,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2022,3276492,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2023,3367490,,,,
Kuwait,Non Citzens,Total,All Ages,Annual,2024,3315086,,,,
Oman,Non Citzens,Total,All Ages,Annual,2010,816143,,,,
Oman,Non Citzens,Total,All Ages,Annual,2011,1282140,,,,
Oman,Non Citzens,Total,All Ages,Annual,2012,1530437,,,,
Oman,Non Citzens,Total,All Ages,Annual,2013,1683204,,,,
Oman,Non Citzens,Total,All Ages,Annual,2014,1732188,,,,
Oman,Non Citzens,Total,All Ages,Annual,2015,1814156,,,,
Oman,Non Citzens,Total,All Ages,Annual,2016,1986226,,,,
Oman,Non Citzens,Total,All Ages,Annual,2017,2054594,,,,
Oman,Non Citzens,Total,All Ages,Annual,2018,2022470,,,,
Oman,Non Citzens,Total,All Ages,Annual,2019,1962783,,,,
Oman,Non Citzens,Total,All Ages,Annual,2020,1745076,,,,
Oman,Non Citzens,Total,All Ages,Annual,2021,1723329,,,,
Oman,Non Citzens,Total,All Ages,Annual,2022,2066239,,,,
Oman,Non Citzens,Total,All Ages,Annual,2023,2236645,,,,
Oman,Non Citzens,Total,All Ages,Annual,2024,2283279,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2010,9932323,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2011,10749738,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2012,11485315,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2013,12544603,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2014,12774237,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2015,13848311,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2016,14598886,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2017,14280375,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2018,13110645,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2019,12556628,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2020,13573923,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2021,12403714,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2022,13382962,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2023,14456802,,,,
Saudi Arabia,Non Citzens,Total,All Ages,Annual,2024,15665022,,,,
Emirates,Total,Female,All Ages,Annual,2010,2310231.0000000005,,,,
Emirates,Total,Female,All Ages,Annual,2011,2450539.000000001,,,,
Emirates,Total,Female,All Ages,Annual,2012,2601657.999999999,,,,
Emirates,Total,Female,All Ages,Annual,2013,2716790,,,,
Emirates,Total,Female,All Ages,Annual,2014,2875406.9999999995,,,,
Emirates,Total,Female,All Ages,Annual,2015,3047869.000000001,,,,
Emirates,Total,Female,All Ages,Annual,2016,3200039,,,,
Emirates,Total,Female,All Ages,Annual,2017,3276900.0000000005,,,,
Emirates,Total,Female,All Ages,Annual,2018,3314109,,,,
Emirates,Total,Female,All Ages,Annual,2019,3373081.999999999,,,,
Emirates,Total,Female,All Ages,Annual,2020,3304324.0000000005,,,,
Emirates,Total,Female,All Ages,Annual,2021,3535697.0000000005,,,,
Emirates,Total,Female,All Ages,Annual,2022,3693253.9999999995,,,,
Emirates,Total,Female,All Ages,Annual,2023,3835651,,,,
Emirates,Total,Female,All Ages,Annual,2024,4059169,,,,
Bahrain,Total,Female,All Ages,Annual,2010,464186,,,,
Bahrain,Total,Female,All Ages,Annual,2011,453537,,,,
Bahrain,Total,Female,All Ages,Annual,2012,448515,,,,
Bahrain,Total,Female,All Ages,Annual,2013,464810,,,,
Bahrain,Total,Female,All Ages,Annual,2014,508075,,,,
Bahrain,Total,Female,All Ages,Annual,2015,523957,,,,
Bahrain,Total,Female,All Ages,Annual,2016,535337,,,,
Bahrain,Total,Female,All Ages,Annual,2017,549804,,,,
Bahrain,Total,Female,All Ages,Annual,2018,556227,,,,
Bahrain,Total,Female,All Ages,Annual,2019,563192,,,,
Bahrain,Total,Female,All Ages,Annual,2020,547168,,,,
Bahrain,Total,Female,All Ages,Annual,2021,578618,,,,
Bahrain,Total,Female,All Ages,Annual,2022,577656,,,,
Bahrain,Total,Female,All Ages,Annual,2023,597184,,,,
Bahrain,Total,Female,All Ages,Annual,2024,606825,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2010,15369241,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2011,15881964.999999998,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2012,16471141.999999996,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2013,17163387,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2014,17821128.999999996,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2015,18364617.999999996,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2016,18971608,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2017,19363872.000000007,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2018,19492845.999999996,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2019,19783993.000000004,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2020,20385335.999999993,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2021,20584710.000000004,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2022,21310173.000000004,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2023,22047996.999999996,,,,
Gulf Cooperation Council,Total,Female,All Ages,Annual,2024,22933662,,,,
Kuwait,Total,Female,All Ages,Annual,2010,1259112,,,,
Kuwait,Total,Female,All Ages,Annual,2011,1344644,,,,
Kuwait,Total,Female,All Ages,Annual,2012,1433655,,,,
Kuwait,Total,Female,All Ages,Annual,2013,1529180,,,,
Kuwait,Total,Female,All Ages,Annual,2014,1605821,,,,
Kuwait,Total,Female,All Ages,Annual,2015,1555918,,,,
Kuwait,Total,Female,All Ages,Annual,2016,1627280,,,,
Kuwait,Total,Female,All Ages,Annual,2017,1639192,,,,
Kuwait,Total,Female,All Ages,Annual,2018,1683579,,,,
Kuwait,Total,Female,All Ages,Annual,2019,1720904,,,,
Kuwait,Total,Female,All Ages,Annual,2020,1716565,,,,
Kuwait,Total,Female,All Ages,Annual,2021,1711754,,,,
Kuwait,Total,Female,All Ages,Annual,2022,1860511,,,,
Kuwait,Total,Female,All Ages,Annual,2023,1892055,,,,
Kuwait,Total,Female,All Ages,Annual,2024,1893283,,,,
Oman,Total,Female,All Ages,Annual,2010,1161071,,,,
Oman,Total,Female,All Ages,Annual,2011,1204378,,,,
Oman,Total,Female,All Ages,Annual,2012,1290294,,,,
Oman,Total,Female,All Ages,Annual,2013,1352971,,,,
Oman,Total,Female,All Ages,Annual,2014,1413082,,,,
Oman,Total,Female,All Ages,Annual,2015,1474258,,,,
Oman,Total,Female,All Ages,Annual,2016,1527968,,,,
Oman,Total,Female,All Ages,Annual,2017,1575559,,,,
Oman,Total,Female,All Ages,Annual,2018,1611603,,,,
Oman,Total,Female,All Ages,Annual,2019,1672673,,,,
Oman,Total,Female,All Ages,Annual,2020,1735819,,,,
Oman,Total,Female,All Ages,Annual,2021,1766292,,,,
Oman,Total,Female,All Ages,Annual,2022,1871218,,,,
Oman,Total,Female,All Ages,Annual,2023,1958851,,,,
Oman,Total,Female,All Ages,Annual,2024,2043324,,,,
Qatar,Total,Female,All Ages,Annual,2010,418990,,,,
Qatar,Total,Female,All Ages,Annual,2011,444127,,,,
Qatar,Total,Female,All Ages,Annual,2012,477704,,,,
Qatar,Total,Female,All Ages,Annual,2013,526068,,,,
Qatar,Total,Female,All Ages,Annual,2014,564143,,,,
Qatar,Total,Female,All Ages,Annual,2015,597147,,,,
Qatar,Total,Female,All Ages,Annual,2016,642098,,,,
Qatar,Total,Female,All Ages,Annual,2017,678559,,,,
Qatar,Total,Female,All Ages,Annual,2018,711964,,,,
Qatar,Total,Female,All Ages,Annual,2019,734926,,,,
Qatar,Total,Female,All Ages,Annual,2020,807777,,,,
Qatar,Total,Female,All Ages,Annual,2021,777513,,,,
Qatar,Total,Female,All Ages,Annual,2022,810905,,,,
Qatar,Total,Female,All Ages,Annual,2023,856459,,,,
Qatar,Total,Female,All Ages,Annual,2024,946953,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2010,9755651,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2011,9984740,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2012,10219316,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2013,10573568,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2014,10854601,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2015,11165469,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2016,11438886,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2017,11643858,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2018,11615364,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2019,11719216,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2020,12273683,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2021,12214836,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2022,12496629,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2023,12907797,,,,
Saudi Arabia,Total,Female,All Ages,Annual,2024,13384108,,,,
Emirates,Citzens,Female,All Ages,Annual,2010,468888,,,,
Bahrain,Citzens,Female,All Ages,Annual,2010,282235,,,,
Bahrain,Citzens,Female,All Ages,Annual,2011,288810,,,,
Bahrain,Citzens,Female,All Ages,Annual,2012,294275,,,,
Bahrain,Citzens,Female,All Ages,Annual,2013,301885,,,,
Bahrain,Citzens,Female,All Ages,Annual,2014,309905,,,,
Bahrain,Citzens,Female,All Ages,Annual,2015,318948,,,,
Bahrain,Citzens,Female,All Ages,Annual,2016,327873,,,,
Bahrain,Citzens,Female,All Ages,Annual,2017,334166,,,,
Bahrain,Citzens,Female,All Ages,Annual,2018,340053,,,,
Bahrain,Citzens,Female,All Ages,Annual,2019,346194,,,,
Bahrain,Citzens,Female,All Ages,Annual,2020,351284,,,,
Bahrain,Citzens,Female,All Ages,Annual,2021,354442,,,,
Bahrain,Citzens,Female,All Ages,Annual,2022,352424,,,,
Bahrain,Citzens,Female,All Ages,Annual,2023,358904,,,,
Bahrain,Citzens,Female,All Ages,Annual,2024,365035,,,,
Kuwait,Citzens,Female,All Ages,Annual,2010,535256,,,,
Kuwait,Citzens,Female,All Ages,Annual,2011,552390,,,,
Kuwait,Citzens,Female,All Ages,Annual,2012,568250,,,,
Kuwait,Citzens,Female,All Ages,Annual,2013,583870,,,,
Kuwait,Citzens,Female,All Ages,Annual,2014,598438,,,,
Kuwait,Citzens,Female,All Ages,Annual,2015,614019,,,,
Kuwait,Citzens,Female,All Ages,Annual,2016,637738,,,,
Kuwait,Citzens,Female,All Ages,Annual,2017,655552,,,,
Kuwait,Citzens,Female,All Ages,Annual,2018,672796,,,,
Kuwait,Citzens,Female,All Ages,Annual,2019,687692,,,,
Kuwait,Citzens,Female,All Ages,Annual,2020,700898,,,,
Kuwait,Citzens,Female,All Ages,Annual,2021,714993,,,,
Kuwait,Citzens,Female,All Ages,Annual,2022,772838,,,,
Kuwait,Citzens,Female,All Ages,Annual,2023,787065,,,,
Kuwait,Citzens,Female,All Ages,Annual,2024,792864,,,,
Oman,Citzens,Female,All Ages,Annual,2010,966746,,,,
Oman,Citzens,Female,All Ages,Annual,2011,988198,,,,
Oman,Citzens,Female,All Ages,Annual,2012,1029623,,,,
Oman,Citzens,Female,All Ages,Annual,2013,1071388,,,,
Oman,Citzens,Female,All Ages,Annual,2014,1117126,,,,
Oman,Citzens,Female,All Ages,Annual,2015,1160516,,,,
Oman,Citzens,Female,All Ages,Annual,2016,1202435,,,,
Oman,Citzens,Female,All Ages,Annual,2017,1241605,,,,
Oman,Citzens,Female,All Ages,Annual,2018,1279495,,,,
Oman,Citzens,Female,All Ages,Annual,2019,1318123,,,,
Oman,Citzens,Female,All Ages,Annual,2020,1357405,,,,
Oman,Citzens,Female,All Ages,Annual,2021,1391609,,,,
Oman,Citzens,Female,All Ages,Annual,2022,1423765,,,,
Oman,Citzens,Female,All Ages,Annual,2023,1454842,,,,
Oman,Citzens,Female,All Ages,Annual,2024,1483057,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2010,6979565,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2011,7131886,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2012,7302574,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2013,7498386,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2014,7722341,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2015,7939013,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2016,8136387,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2017,8313326,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2018,8507191,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2019,8716438,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2020,8948308,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2021,9152145,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2022,9358131,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2023,9604507,,,,
Saudi Arabia,Citzens,Female,All Ages,Annual,2024,9807663,,,,
Emirates,Non Citzens,Female,All Ages,Annual,2010,1633362,,,,
Bahrain,Non Citzens,Female,All Ages,Annual,2010,181951,,,,
Bahrain,Non Citzens,Female,All Ages,Annual,2011,164727,,,,
