Country,Country,Track,Track,Indicator,Indicator,Citizen,Citizen,Sex,Sex,Units,Frequency,Frequency,TIME_PERIOD,OBS_VALUE
SA,Kingdom of Saudi Arabia,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2011,4
SA,Kingdom of Saudi Arabia,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2012,3
SA,Kingdom of Saudi Arabia,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2013,5
SA,Kingdom of Saudi Arabia,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2014,5
SA,Kingdom of Saudi Arabia,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2015,5
SA,Kingdom of Saudi Arabia,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2016,5
SA,Kingdom of Saudi Arabia,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2017,4
SA,Kingdom of Saudi Arabia,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2018,4
SA,Kingdom of Saudi Arabia,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2019,6
SA,Kingdom of Saudi Arabia,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2020,7
SA,Kingdom of Saudi Arabia,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2021,6
SA,Kingdom of Saudi Arabia,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2022,6
SA,Kingdom of Saudi Arabia,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2023,6
SA,Kingdom of Saudi Arabia,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2024,5
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2000,264
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2001,212
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2002,179
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2003,169
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2004,154
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2005,144
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2006,97
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2007,150
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2008,182
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2009,228
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2010,325
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2011,503
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2012,469
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2013,329
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2014,414
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2015,599
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2016,1015
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2017,1089
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2018,1167
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2019,928
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2020,221
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2021,217
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2022,587
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2023,1514
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,Number,A,Annual,2024,1179
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2000,88
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2001,119
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2002,153
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2003,222
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2004,205
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2005,253
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2006,173
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2007,211
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2008,303
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2009,384
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2010,460
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2011,612
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2012,1071
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2013,938
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2014,754
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2015,912
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2016,1009
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2017,996
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2018,686
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2019,1104
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2020,6470
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2021,4983
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2022,4415
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2023,4317
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2024,3996
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2000,32
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2001,24
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2002,31
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2003,47
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2004,35
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2005,50
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2006,36
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2007,59
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2008,72
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2009,105
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2010,112
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2011,134
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2012,150
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2013,120
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2014,111
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2015,194
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2016,285
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2017,364
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2018,361
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2019,1939
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2020,497
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2021,394
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2022,468
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2023,714
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,Number,A,Annual,2024,619
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2000,78
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2001,114
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2002,121
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2003,152
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2004,120
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2005,170
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2006,165
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2007,224
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2008,205
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2009,245
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2010,279
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2011,408
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2012,680
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2013,635
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2014,592
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2015,571
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2016,698
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2017,411
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2018,33
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2019,371
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2020,26
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2021,31
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2022,59
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2023,52
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,Number,A,Annual,2024,48
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2000,229
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2001,315
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2002,291
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2003,246
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2004,331
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2005,322
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2006,331
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2007,522
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2008,864
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2009,711
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2010,949
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2011,1943
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2012,1732
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2013,2100
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2014,2254
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2015,2431
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2016,1913
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2017,2585
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2018,2943
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2019,738
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2020,3212
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2021,3162
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2022,2491
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2023,2249
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2024,1848
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2000,0
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2001,0
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2002,0
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2003,0
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2004,0
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2005,0
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2006,1
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2007,1
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2008,1
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2009,1
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2010,0
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2011,0
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2012,2
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2013,2
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2014,3
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2015,3
