Country,Country,Track,Track,Indicator,Indicator,Citizen,Citizen,Sex,Sex,Units,Frequency,Frequency,TIME_PERIOD,OBS_VALUE
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2002,93
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2003,182
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2004,248
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2005,417
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2006,1470
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2007,1554
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2008,1637
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2009,1711
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2010,1728
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2011,1740
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2012,1758
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2013,1780
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2014,1840
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2015,1857
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2016,12576
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2017,12905
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2018,12963
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2019,12999
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2020,13034
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2021,13180
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2022,12260
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2023,13805
BH,Kingdom of Bahrain,T9,Stock Markets,KN_A20,No. of GCC Shareholders in Stock Companies in other Member States Permited for GCC Citizens to Trade & Own,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2024,13824
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2000,191895
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2001,209164
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2002,216049
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2003,236420
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2004,259785
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2005,308887
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2006,320221
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2007,382851
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2008,414042
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2009,374194
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2010,453204
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2011,349388
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2012,384952
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2013,412757
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2014,443918
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2015,453371
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2016,510408
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2017,507431
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2018,478768
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2019,479268
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2020,90991
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2021,117047
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2022,502289
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2023,671200
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N1,Emirati,KN_T,Total,Number,A,Annual,2024,710954
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2000,952184
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2001,1049049
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2002,1128634
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2003,1290866
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2004,1407001
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2005,1464360
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2006,1561816
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2007,1766463
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2008,1726377
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2009,1472225
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2010,1657115
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2011,1184799
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2012,2257496
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2013,2333263
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2014,2480994
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2015,2331553
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2016,2249129
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2017,2211653
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2018,1992900
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2019,2124237
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2020,482918
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2021,505561
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2022,2239477
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2023,3103759
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N2,Bahraini,KN_T,Total,Number,A,Annual,2024,3328286
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2000,102389
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2001,121604
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2002,144244
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2003,160810
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2004,174154
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2005,211975
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2006,237325
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2007,250938
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2008,2433213
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2009,204933
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2010,272749
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2011,165589
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2012,232361
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2013,223656
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2014,290793
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2015,304239
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2016,316390
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2017,299900
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2018,232611
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2019,248199
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2020,89010
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2021,100160
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2022,356432
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2023,535792
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N4,Omani,KN_T,Total,Number,A,Annual,2024,554430
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2000,451946
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2001,480142
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2002,509960
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2003,553399
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2004,604441
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2005,712699
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2006,600760
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2007,920191
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2008,242727
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2009,944456
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2010,956913
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2011,755511
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2012,879043
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2013,887337
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2014,973138
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2015,1001973
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2016,1062496
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2017,558027
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2018,21048
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2019,35120
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2020,9291
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2021,371291
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2022,813187
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2023,1252064
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N5,Qatari,KN_T,Total,Number,A,Annual,2024,1312028
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2000,1348492
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2001,1347382
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2002,1512632
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2003,1450123
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2004,1584531
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2005,1808058
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2006,2032634
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2007,2182954
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2008,971885
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2009,2549766
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2010,2471851
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2011,1972444
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2012,2074049
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2013,2206207
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2014,2800889
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2015,2785830
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2016,2696692
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2017,2546344
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2018,2473276
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2019,2675343
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2020,690414
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2021,757243
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2022,2234164
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2023,2751807
SA,Kingdom of Saudi Arabia,T1,Movement & Residence,KN_A1,Intra- GCC Movement of  Citizens,KN_N6,Kuwaiti,KN_T,Total,Number,A,Annual,2024,2893370
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_TTL,Total,KN_M,Male,Number,A,Annual,2000,2277
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_TTL,Total,KN_M,Male,Number,A,Annual,2001,2287
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_TTL,Total,KN_M,Male,Number,A,Annual,2002,2411
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_TTL,Total,KN_M,Male,Number,A,Annual,2003,2211
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_TTL,Total,KN_M,Male,Number,A,Annual,2004,2422
