COUNTRY,UNIT,FREQUENCY,INDICATOR,TIME_PERIOD,OBS_VALUE,DATA SOURCES,OBS_COMMENTS,DATA STATUS,DATA CONFIDENTIALITY
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2018-09,1.8,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2018-10,1.7,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2018-11,1.7,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2018-12,1.7,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2019-01,1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2019-02,1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2019-03,1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2019-04,1.9,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2019-05,2,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2019-06,1.7,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2019-07,0,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2019-08,0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2019-09,0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2019-10,-0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2019-11,-0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2019-12,-0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2020-01,-0.5,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2020-02,-0.4,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2020-03,-0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2020-04,-0.7,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2020-05,-0.7,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2020-06,-0.4,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2020-07,1.3,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2020-08,1.5,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2020-09,1.5,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2020-10,0.4,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2020-11,0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2020-12,0.5,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2021-01,2.9,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2021-02,2.7,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2021-03,2.6,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2021-04,3.3,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2021-05,3.3,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2021-06,3.2,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2021-07,2.6,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2021-08,2.4,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2021-09,2.4,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2021-10,3.7,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2021-11,3.7,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2021-12,3.6,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2022-01,0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2022-02,0.4,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2022-03,0.4,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2022-04,1.4,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2022-05,1.3,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2022-06,1.4,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2022-07,1.5,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2022-08,1.4,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2022-09,1.4,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2022-10,1.3,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2022-11,0.8,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2022-12,0.9,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2023-01,-0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2023-02,0,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2023-03,-0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2023-04,2.9,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2023-05,2.2999999999999998,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2023-06,2.2999999999999998,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2023-07,2.1,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2023-08,2.2999999999999998,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2023-09,2.4,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2023-10,-0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2023-11,0.6,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2023-12,0.5,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2024-01,1.4,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2024-02,1.4,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2024-03,1.3,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2024-04,-2.5,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2024-05,-1.8,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2024-06,-1.7,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2024-07,-1.3,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2024-08,-1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2024-09,-1.5,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2024-10,-1.1000000000000001,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2024-11,-1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2024-12,-1.5,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2025-01,-1.7,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2025-02,-1.9,,,,
Qatar,Percentage change - same period previous year,Monthly,"""Furnishings, household equipment and routine household maintenance""",2025-03,-1.7,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2016-01,-0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2016-02,-0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2016-03,-0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2016-04,-0.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2016-05,-0.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2016-06,-0.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2016-07,-0.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2016-08,-0.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2016-09,-0.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2016-10,-0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2016-11,-0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2016-12,-0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2017-01,0.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2017-02,0.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2017-03,0.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2017-04,2.2000000000000002,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2017-05,2.2000000000000002,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2017-06,2.2000000000000002,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2017-07,2.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2017-08,2.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2017-09,3.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2017-10,3.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2017-11,3.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2017-12,3.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2018-01,4.4000000000000004,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2018-02,4.4000000000000004,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2018-03,4.4000000000000004,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2018-04,3.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2018-05,3.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2018-06,3.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2018-07,4.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2018-08,4.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2018-09,3.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2018-10,3.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2018-11,3.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2018-12,3.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2019-01,0.5,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2019-02,0.5,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2019-03,0.5,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2019-04,0.9,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2019-05,0.9,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2019-06,1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2019-07,-0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2019-08,-0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2019-09,-0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2019-10,-0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2019-11,-0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2019-12,-0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2020-01,3.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2020-02,3.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2020-03,3.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2020-04,1.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2020-05,1.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2020-06,1.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2020-07,1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2020-08,1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2020-09,1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2020-10,1.7,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2020-11,1.7,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2020-12,1.7,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2021-01,-1.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2021-02,-1.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2021-03,-1.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2021-04,-0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2021-05,-0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2021-06,-0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2021-07,0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2021-08,0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2021-09,0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2021-10,-1.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2021-11,-1.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2021-12,-1.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2022-01,-3.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2022-02,-3.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2022-03,-3.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2022-04,-3.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2022-05,-3.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2022-06,-3.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2022-07,-3.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2022-08,-3.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2022-09,-3.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2022-10,-2.2999999999999998,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2022-11,-2.2999999999999998,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2022-12,-2.2999999999999998,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2023-01,1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2023-02,1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2023-03,1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2023-04,1.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2023-05,1.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2023-06,1.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2023-07,0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2023-08,0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2023-09,0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2023-10,-0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2023-11,-0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2023-12,-0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2024-01,-1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2024-02,-1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2024-03,-1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2024-04,-1.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2024-05,-1.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2024-06,-1.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2024-07,-1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2024-08,-1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2024-09,-1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2024-10,-1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2024-11,-1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2024-12,-1,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2025-01,0,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2025-02,0,,,,
Qatar,Percentage change - same period previous year,Monthly,Health,2025-03,0,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2016-01,1.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2016-02,1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2016-03,1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2016-04,1.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2016-05,1.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2016-06,2.2000000000000002,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2016-07,3.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2016-08,4.5,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2016-09,5.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2016-10,5.0999999999999996,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2016-11,6.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2016-12,6.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2017-01,5.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2017-02,6.5,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2017-03,8.8000000000000007,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2017-04,9.5,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2017-05,8.9,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2017-06,10.199999999999999,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2017-07,8.5,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2017-08,7.5,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2017-09,7.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2017-10,9,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2017-11,8.5,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2017-12,9.6999999999999993,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2018-01,10.199999999999999,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2018-02,9.1999999999999993,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2018-03,7.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2018-04,6.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2018-05,9.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2018-06,8.3000000000000007,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2018-07,8.3000000000000007,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2018-08,8.8000000000000007,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2018-09,6.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2018-10,6.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2018-11,5.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2018-12,6.5,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2019-01,-2.2000000000000002,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2019-02,-2.9,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2019-03,-2.2000000000000002,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2019-04,1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2019-05,1.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2019-06,1.7,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2019-07,0.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2019-08,3.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2019-09,0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2019-10,-2.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2019-11,-2.2999999999999998,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2019-12,-3.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2020-01,1.7,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2020-02,4.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2020-03,5.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2020-04,-3.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2020-05,-6.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2020-06,-4.5999999999999996,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2020-07,-2.9,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2020-08,-6.7,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2020-09,-0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2020-10,2.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2020-11,1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2020-12,0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2021-01,6.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2021-02,4.4000000000000004,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2021-03,6.9,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2021-04,13.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2021-05,13.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2021-06,9.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2021-07,10.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2021-08,13.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2021-09,9.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2021-10,9.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2021-11,13.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2021-12,11.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2022-01,6.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2022-02,4.9000000000000004,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2022-03,1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2022-04,0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2022-05,1.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2022-06,1.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2022-07,-0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2022-08,-3.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2022-09,-0.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2022-10,-0.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2022-11,-2.5,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2022-12,0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2023-01,1.1000000000000001,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2023-02,2.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2023-03,2.5,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2023-04,0.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2023-05,1.1000000000000001,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2023-06,1.7,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2023-07,2.5,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2023-08,1.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2023-09,1.7,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2023-10,1.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2023-11,-1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2023-12,-1.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2024-01,-0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2024-02,-0.6,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2024-03,-0.9,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2024-04,1.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2024-05,0.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2024-06,-0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2024-07,-0.9,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2024-08,1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2024-09,-0.3,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2024-10,-0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2024-11,2.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2024-12,1.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2025-01,0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2025-02,0.8,,,,
Qatar,Percentage change - same period previous year,Monthly,Transport,2025-03,0.4,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2016-01,0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2016-02,0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2016-03,0.2,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2016-04,0,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2016-05,0,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2016-06,0,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2016-07,0,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2016-08,0,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2016-09,0,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2016-10,0,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2016-11,0,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2016-12,0,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2017-01,-0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2017-02,-0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2017-03,-0.1,,,,
Qatar,Percentage change - same period previous year,Monthly,Communication,2017-04,-0.1,,,,
