Dataflow,GCCSTAT.PSS:DF_Common_Market_Tables(1.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dataflow Name,Common Market Tables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataStructure,GCCSTAT.PSS:DSD_Common_Market_Tables(1.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataStructure Name,Common Market Tables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency Name,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Country Name,Track,Track Name,Indicator,Indicator Name,Citizen,Citizen Name,Sex,Sex Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,698,411,33,457,457,457,,
SA,Kingdom of Saudi Arabia,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,1913,2585,2943,982,982,982,,
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,9,8,8,6,5,8,,
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,4,4,3,1,1,1,,
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,87,72,206,232,218,219,,
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,1564,1599,1726,4954,3276,3435,,
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,270,279,267,383,279,304,,
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,34,28,6,6,5,13,,
SA,Kingdom of Saudi Arabia,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,958,922,911,2255,2258,2411,,
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,376,375,347,340,224,199,,
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,980,986,987,996,752,780,,
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,336,312,321,312,215,214,,
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,770,593,575,594,519,521,,
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,6278,5561,5205,5219,4800,3552,,
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,2664,,,,,,,
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,8083,,,,,,,
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,75008,,,,,,,
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,3921,,,,,,,
SA,Kingdom of Saudi Arabia,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,20626,,,,,,,
SA,Kingdom of Saudi Arabia,T6,Ownership of property,KN_A13,Total No. of GCC Citizens Owning Real Estate  in other Member States up to 2016 (Cumulative),KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,583,583,583,583,583,583,,
SA,Kingdom of Saudi Arabia,T6,Ownership of property,KN_A13,Total No. of GCC Citizens Owning Real Estate  in other Member States up to 2016 (Cumulative),KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,1657,1657,1657,1657,1657,1657,,
SA,Kingdom of Saudi Arabia,T6,Ownership of property,KN_A13,Total No. of GCC Citizens Owning Real Estate  in other Member States up to 2016 (Cumulative),KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,105,105,105,105,105,105,,
SA,Kingdom of Saudi Arabia,T6,Ownership of property,KN_A13,Total No. of GCC Citizens Owning Real Estate  in other Member States up to 2016 (Cumulative),KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,1738,1738,1738,1738,1738,1738,,
SA,Kingdom of Saudi Arabia,T6,Ownership of property,KN_A13,Total No. of GCC Citizens Owning Real Estate  in other Member States up to 2016 (Cumulative),KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,17519,17519,17519,17519,17519,17519,,
SA,Kingdom of Saudi Arabia,T5,Economic Activities,KN_A15,No. of GCC Banks in other Member States,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,1,1,2,2,2,2,,
SA,Kingdom of Saudi Arabia,T5,Economic Activities,KN_A15,No. of GCC Banks in other Member States,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,
SA,Kingdom of Saudi Arabia,T5,Economic Activities,KN_A15,No. of GCC Banks in other Member States,KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,
SA,Kingdom of Saudi Arabia,T5,Economic Activities,KN_A15,No. of GCC Banks in other Member States,KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,
OM,Sultanate of Oman,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,18,17,20,14,20,15,,
OM,Sultanate of Oman,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,16,16,18,12,16,14,,
OM,Sultanate of Oman,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,9,6,7,9,7,9,,
OM,Sultanate of Oman,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,1,,1,2,1,2,,
OM,Sultanate of Oman,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,5,3,4,2,3,3,,
OM,Sultanate of Oman,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,17,17,14,12,18,11,,
OM,Sultanate of Oman,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,109,95,86,71,123,106,,
OM,Sultanate of Oman,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,47,39,34,31,59,49,,
OM,Sultanate of Oman,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,3,3,3,,,,,
OM,Sultanate of Oman,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,7,5,6,6,7,6,,
OM,Sultanate of Oman,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,18,17,20,20,20,15,,
OM,Sultanate of Oman,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,16,16,18,16,16,14,,
OM,Sultanate of Oman,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,9,6,7,8,7,9,,
OM,Sultanate of Oman,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,1,,1,1,1,2,,
OM,Sultanate of Oman,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,5,3,4,3,3,3,,
OM,Sultanate of Oman,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,17,17,14,12,18,11,,
OM,Sultanate of Oman,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,109,95,86,71,123,106,,
OM,Sultanate of Oman,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,47,39,34,31,59,49,,
OM,Sultanate of Oman,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,3,3,3,,,,,
OM,Sultanate of Oman,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,7,5,6,6,7,6,,
OM,Sultanate of Oman,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,446,418,440,443,461,388,,
OM,Sultanate of Oman,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,33,31,47,54,67,60,,
OM,Sultanate of Oman,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,210,223,253,291,352,322,,
OM,Sultanate of Oman,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,14,12,10,14,16,19,,
OM,Sultanate of Oman,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,4,6,9,9,12,14,,
OM,Sultanate of Oman,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,30626,29122,28105,24591,23663,11325,13278,,
OM,Sultanate of Oman,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,2514,2676,2803,2950,278,2494,2344,,
OM,Sultanate of Oman,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,7078,8227,8438,8807,10613,6627,8300,,
OM,Sultanate of Oman,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,878,877,821,894,1027,517,694,,
OM,Sultanate of Oman,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,1072,1219,1166,1328,1410,689,768,,
OM,Sultanate of Oman,T5,Economic Activities,KN_A14,Total No. of Licences Granted to GCC Citizens to Practice Economic Activities in other Member  States (Cumulative),KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,2227,2419,2629,2849,3013,3113,3346,,
OM,Sultanate of Oman,T5,Economic Activities,KN_A14,Total No. of Licences Granted to GCC Citizens to Practice Economic Activities in other Member  States (Cumulative),KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,469,561,661,743,832,871,911,,
OM,Sultanate of Oman,T5,Economic Activities,KN_A14,Total No. of Licences Granted to GCC Citizens to Practice Economic Activities in other Member  States (Cumulative),KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,456,547,663,838,1035,1108,1227,,
OM,Sultanate of Oman,T5,Economic Activities,KN_A14,Total No. of Licences Granted to GCC Citizens to Practice Economic Activities in other Member  States (Cumulative),KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,155,180,261,345,420,457,495,,
OM,Sultanate of Oman,T5,Economic Activities,KN_A14,Total No. of Licences Granted to GCC Citizens to Practice Economic Activities in other Member  States (Cumulative),KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,576,638,707,778,853,894,937,,
OM,Sultanate of Oman,T5,Economic Activities,KN_A15,No. of GCC Banks in other Member States,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,
OM,Sultanate of Oman,T5,Economic Activities,KN_A15,No. of GCC Banks in other Member States,KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,
QA,State of Qatar,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,62,61,61,27,29,21,,
QA,State of Qatar,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,287,290,293,87,93,116,,
QA,State of Qatar,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,670,699,705,97,108,280,,
QA,State of Qatar,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,530,607,666,173,175,446,,
QA,State of Qatar,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,36,44,48,10,15,24,,
QA,State of Qatar,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,36,43,39,33,32,33,,
QA,State of Qatar,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,271,327,306,275,271,271,,
QA,State of Qatar,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,283,310,284,284,277,281,,
QA,State of Qatar,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,207,219,239,251,245,225,,
QA,State of Qatar,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,25,42,48,54,53,46,,
QA,State of Qatar,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,17,19,17,22,17,35,,
QA,State of Qatar,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,248,239,333,230,232,211,,
QA,State of Qatar,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,264,266,391,413,269,327,,
QA,State of Qatar,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,844,818,838,872,890,845,,
QA,State of Qatar,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,9,7,32,9,8,12,,
QA,State of Qatar,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,23,21,15,20,17,24,,
QA,State of Qatar,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,300,308,287,269,232,256,,
QA,State of Qatar,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,333,362,239,329,269,170,,
QA,State of Qatar,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,286,319,263,269,890,402,,
QA,State of Qatar,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,17,18,40,24,8,27,,
QA,State of Qatar,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,196,202,198,208,203,203,,
QA,State of Qatar,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,619,625,632,662,667,667,,
QA,State of Qatar,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,1718,1778,1862,1985,2078,2078,,
QA,State of Qatar,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,1333,1432,1525,1635,1706,1706,,
QA,State of Qatar,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,77,87,102,87,97,97,,
QA,State of Qatar,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,1391,3681,3470,3545,4187,7538,,
QA,State of Qatar,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,2739,7381,7191,7858,7011,8725,,
QA,State of Qatar,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,9242,24259,22709,24163,21829,28486,,
QA,State of Qatar,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,4066,12746,13309,14921,14528,18905,,
QA,State of Qatar,T10,Health and Education,KN_A11,Number of GCC nationals benefiting from health services in hospitals and government health centers,KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,805,2677,2815,3044,4022,6750,,
QA,State of Qatar,T6,Ownership of property,KN_A13,Total No. of GCC Citizens Owning Real Estate  in other Member States up to 2016 (Cumulative),KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,370,480,546,621,728,854,,
QA,State of Qatar,T6,Ownership of property,KN_A13,Total No. of GCC Citizens Owning Real Estate  in other Member States up to 2016 (Cumulative),KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,421,450,506,526,571,624,,
QA,State of Qatar,T6,Ownership of property,KN_A13,Total No. of GCC Citizens Owning Real Estate  in other Member States up to 2016 (Cumulative),KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,225,345,385,505,560,601,,
QA,State of Qatar,T6,Ownership of property,KN_A13,Total No. of GCC Citizens Owning Real Estate  in other Member States up to 2016 (Cumulative),KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,88,101,141,157,168,182,,
QA,State of Qatar,T6,Ownership of property,KN_A13,Total No. of GCC Citizens Owning Real Estate  in other Member States up to 2016 (Cumulative),KN_N6,Kuwaiti,KN_T,Total,,,,,,,,,,,,,,,,,173,199,226,255,307,317,,
QA,State of Qatar,T5,Economic Activities,KN_A15,No. of GCC Banks in other Member States,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,
KW,State of Kuwait,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,19,22,16,18,16,17,,
KW,State of Kuwait,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,131,137,94,129,129,135,,
KW,State of Kuwait,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,3612,3970,3706,4274,4306,4665,,
KW,State of Kuwait,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,121,123,103,170,172,142,,
KW,State of Kuwait,T2,Work,KN_A2,No. of GCC Citizens Working in other GCC States (Governmental Sector),KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,8,9,5,5,5,5,,
KW,State of Kuwait,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,258,258,258,258,258,258,,
KW,State of Kuwait,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,776,776,776,776,776,776,,
KW,State of Kuwait,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,8972,8972,8972,8972,8972,8972,,
KW,State of Kuwait,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,287,287,287,287,287,287,,
KW,State of Kuwait,T2,Work,KN_A3,No. of GCC Citizens Working in other GCC States (Private Sector),KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,66,66,66,66,66,66,,
KW,State of Kuwait,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,42,19,19,22,22,22,,
KW,State of Kuwait,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,220,136,124,126,126,126,,
KW,State of Kuwait,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,6341,3726,4082,4137,4137,4137,,
KW,State of Kuwait,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,325,162,153,166,166,166,,
KW,State of Kuwait,T3,Social Insurance,KN_A4,Total No. of GCC Citizens included in Retirement Pensions in other Member States,KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,25,11,8,5,5,5,,
KW,State of Kuwait,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,25,17,17,17,17,17,,
KW,State of Kuwait,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,536,387,418,418,418,418,,
KW,State of Kuwait,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,3402,2189,2271,2271,2271,2271,,
KW,State of Kuwait,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N4,Omani,KN_T,Total,,,,,,,,,,,,,,,,,313,223,231,231,231,231,,
KW,State of Kuwait,T3,Social Insurance,KN_A5,Total No. of GCC Citizens included in Social Security in other Member States,KN_N5,Qatari,KN_T,Total,,,,,,,,,,,,,,,,,9,7,8,8,8,8,,
KW,State of Kuwait,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N1,Emirati,KN_T,Total,,,,,,,,,,,,,,,,,37,38,39,43,40,44,,
KW,State of Kuwait,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N2,Bahraini,KN_T,Total,,,,,,,,,,,,,,,,,492,490,473,455,425,411,,
KW,State of Kuwait,T10,Health and Education,KN_A9,Total No. of GCC Students in General Education - Governmental Schools in other Member States - All stages of General Education,KN_N3,Saudi,KN_T,Total,,,,,,,,,,,,,,,,,14262,14192,14336,15067,14714,15405,,
