COUNTRY,PARTENER COUNTRY,INDICATOR,FREQUENCY,TIME_PERIOD,OBS_VALUE,OBS_COMMENTS,DATA STATUS,DATA SOURCES,DATA CONFIDENTIALITY
Emirates,Emirates,Expenditure of tourist   (US$ Mn),Annual,2019,30730.592233911222,,,,
Emirates,Emirates,Expenditure of tourist   (US$ Mn),Annual,2020,24615,,,,
Emirates,Emirates,Expenditure of tourist   (US$ Mn),Annual,2021,34445,,,,
Emirates,Emirates,Male   (000),Annual,2018,335.5,,,,
Emirates,Emirates,Female   (000),Annual,2018,73.6,,,,
Emirates,Emirates,Number of full-time equivalent jobs    (000),Annual,2018,409.1,,,,
Emirates,Emirates,Number of full-time equivalent jobs    (000),Annual,2019,531.3220659080789,,,,
Emirates,Emirates,Male   (000),Annual,2018,335.5,,,,
Emirates,Emirates,Male   (000),Annual,2019,414.0300238617647,,,,
Emirates,Emirates,Female   (000),Annual,2018,73.6,,,,
Emirates,Emirates,Female   (000),Annual,2019,117.29204204631422,,,,
Gulf Cooperation Council,Gulf Cooperation Council,Accommodation for visitors (hotels and similar establishments)   (Unit),Annual,2016,9491,,,,
Gulf Cooperation Council,Gulf Cooperation Council,Accommodation for visitors (hotels and similar establishments)   (Unit),Annual,2017,9546,,,,
Gulf Cooperation Council,Gulf Cooperation Council,Expenditure by type of tourist   (US$ Mn),Annual,2019,77810.80433705098,,,,
Gulf Cooperation Council,Gulf Cooperation Council,Expenditure by type of tourist   (US$ Mn),Annual,2020,35361.47872838394,,,,
Gulf Cooperation Council,Gulf Cooperation Council,Expenditure by type of tourist   (US$ Mn),Annual,2021,45623.06538957552,,,,
Oman,Oman,other personal purposes   (000),Annual,2018,9402.661725681752,,,,
Oman,Oman,other personal purposes   (000),Annual,2019,9885.8757849574,,,,
Oman,Oman,other personal purposes   (000),Annual,2020,7725.995247546694,,,,
Oman,Oman,other personal purposes   (000),Annual,2021,9266.14482448417,,,,
Oman,Oman,other personal purposes   (000),Annual,2022,11115.93212499676,,,,
Oman,Oman,other personal purposes   (000),Annual,2023,12950.747817889314,,,,
Oman,Oman,Air   (000),Annual,2018,4685.0977399152,,,,
Oman,Oman,Air   (000),Annual,2019,4925.870529903391,,,,
Oman,Oman,Air   (000),Annual,2020,3849.659163427159,,,,
Oman,Oman,Air   (000),Annual,2021,4617.074977433584,,,,
Oman,Oman,Air   (000),Annual,2022,5538.775082552169,,,,
Oman,Oman,Air   (000),Annual,2023,6453.015231429646,,,,
Oman,Oman,Land   (000),Annual,2018,2419.486051306202,,,,
Oman,Oman,Land   (000),Annual,2019,2543.826340292585,,,,
Oman,Oman,Land   (000),Annual,2020,1988.047457119582,,,,
Oman,Oman,Land   (000),Annual,2021,2384.357621947423,,,,
Oman,Oman,Land   (000),Annual,2022,2860.3435397699704,,,,
Oman,Oman,Land   (000),Annual,2023,3332.476974449008,,,,
Oman,Oman,Water   (000),Annual,2018,2210.829763003766,,,,
Oman,Oman,Water   (000),Annual,2019,2324.44695516868,,,,
Oman,Oman,Water   (000),Annual,2020,1816.5983995200472,,,,
Oman,Oman,Water   (000),Annual,2021,2178.730806652257,,,,
Oman,Oman,Water   (000),Annual,2022,2613.6677360570106,,,,
Oman,Oman,Water   (000),Annual,2023,3045.08442016399,,,,
Oman,Oman,Expenditure by main purpose of the trip   (US$ Mn),Annual,2018,23879.8590750701,,,,
Oman,Oman,Expenditure by main purpose of the trip   (US$ Mn),Annual,2019,20760.509071196382,,,,
Oman,Oman,Expenditure by main purpose of the trip   (US$ Mn),Annual,2020,23879.8600750701,,,,
Oman,Oman,Expenditure by main purpose of the trip   (US$ Mn),Annual,2021,21261.46259379347,,,,
Oman,Oman,Expenditure by main purpose of the trip   (US$ Mn),Annual,2022,23879.8610750701,,,,
Oman,Oman,Expenditure by main purpose of the trip   (US$ Mn),Annual,2023,29005.44898528404,,,,
Oman,Africa,Outbound Tourism Africa  (000),Annual,2018,63.51823265842643,,,,
Oman,Africa,Outbound Tourism Africa  (000),Annual,2019,74.06847809578747,,,,
Oman,Africa,Outbound Tourism Africa  (000),Annual,2020,52.01119479728753,,,,
Oman,Africa,Outbound Tourism Africa  (000),Annual,2021,63.06678263946247,,,,
Oman,Africa,Outbound Tourism Africa  (000),Annual,2022,69.9899674641514,,,,
Oman,Africa,Outbound Tourism Africa  (000),Annual,2023,60.74816847057909,,,,
Oman,Asia and Pacific,Outbound Tourism from  Asia and the Pacific  (000),Annual,2011,3340.94104591666,,,,
Oman,Asia and Pacific,Outbound Tourism from  Asia and the Pacific  (000),Annual,2012,3972.035124412605,,,,
Oman,Asia and Pacific,Outbound Tourism from  Asia and the Pacific  (000),Annual,2013,4300.7627288227195,,,,
Oman,Asia and Pacific,Outbound Tourism from  Asia and the Pacific  (000),Annual,2014,4726.94672372456,,,,
Oman,Asia and Pacific,Outbound Tourism from  Asia and the Pacific  (000),Annual,2015,5424.367111733441,,,,
Oman,Asia and Pacific,Outbound Tourism from  Asia and the Pacific  (000),Annual,2016,5902.434077275679,,,,
Oman,Asia and Pacific,Outbound Tourism from  Asia and the Pacific  (000),Annual,2017,6368.101192562466,,,,
Oman,Asia and Pacific,Outbound Tourism from  Asia and the Pacific  (000),Annual,2018,5975.18653622406,,,,
Oman,Asia and Pacific,Outbound Tourism from  Asia and the Pacific  (000),Annual,2019,6632.5249595158,,,,
Oman,Asia and Pacific,Outbound Tourism from  Asia and the Pacific  (000),Annual,2020,1657.49211538549,,,,
Oman,Asia and Pacific,Outbound Tourism from  Asia and the Pacific  (000),Annual,2021,1949.1272143146607,,,,
Oman,Asia and Pacific,Outbound Tourism from  Asia and the Pacific  (000),Annual,2022,5187.631400208836,,,,
Oman,Asia and Pacific,Outbound Tourism from  Asia and the Pacific  (000),Annual,2023,8099.016999999999,,,,
Oman,Aruba,Outbound Tourism from Europe  (000),Annual,2011,2445.847517395942,,,,
Oman,Aruba,Outbound Tourism from Europe  (000),Annual,2012,2888.079744367102,,,,
Oman,Aruba,Outbound Tourism from Europe  (000),Annual,2013,3102.718596222414,,,,
Oman,Aruba,Outbound Tourism from Europe  (000),Annual,2014,3358.1891590174832,,,,
Oman,Aruba,Outbound Tourism from Europe  (000),Annual,2015,3837.9808749885824,,,,
Oman,Aruba,Outbound Tourism from Europe  (000),Annual,2016,4167.26423597544,,,,
Oman,Aruba,Outbound Tourism from Europe  (000),Annual,2017,4472.753724418801,,,,
Oman,Aruba,Outbound Tourism from Europe  (000),Annual,2018,3350.1813621864767,,,,
Oman,Aruba,Outbound Tourism from Europe  (000),Annual,2019,4223.810219973872,,,,
Oman,Aruba,Outbound Tourism from Europe  (000),Annual,2020,1098.0140794654906,,,,
Oman,Aruba,Outbound Tourism from Europe  (000),Annual,2021,1311.097415199958,,,,
Oman,Aruba,Outbound Tourism from Europe  (000),Annual,2022,3318.2233235051676,,,,
Oman,Aruba,Outbound Tourism from Europe  (000),Annual,2023,4961.316295676594,,,,
Oman,Middle East,Outbound Tourism from Middle East  (000),Annual,2011,895.0935285207182,,,,
Oman,Middle East,Outbound Tourism from Middle East  (000),Annual,2012,1083.955380045503,,,,
Oman,Middle East,Outbound Tourism from Middle East  (000),Annual,2013,1198.0441326003051,,,,
Oman,Middle East,Outbound Tourism from Middle East  (000),Annual,2014,1368.7575647070767,,,,
Oman,Middle East,Outbound Tourism from Middle East  (000),Annual,2015,1586.3862367448585,,,,
Oman,Middle East,Outbound Tourism from Middle East  (000),Annual,2016,1735.1698413002382,,,,
Oman,Middle East,Outbound Tourism from Middle East  (000),Annual,2017,1895.3474681436655,,,,
Oman,Middle East,Outbound Tourism from Middle East  (000),Annual,2018,2625.0051740375875,,,,
Oman,Middle East,Outbound Tourism from Middle East  (000),Annual,2019,2408.714739541933,,,,
Oman,Middle East,Outbound Tourism from Middle East  (000),Annual,2020,559.4780359200014,,,,
Oman,Middle East,Outbound Tourism from Middle East  (000),Annual,2021,638.0297991147027,,,,
Oman,Middle East,Outbound Tourism from Middle East  (000),Annual,2022,1869.4080767036676,,,,
Oman,Middle East,Outbound Tourism from Middle East  (000),Annual,2023,3137.7007043234053,,,,
Oman,Oman,Other accommodation services   (Unit),Annual,2011,743.3306938128152,,,,
Oman,Oman,Other accommodation services   (Unit),Annual,2012,948.4960030459501,,,,
Oman,Oman,Other accommodation services   (Unit),Annual,2013,1033.3181162123958,,,,
Oman,Oman,Other accommodation services   (Unit),Annual,2014,1131.8383041250183,,,,
Oman,Oman,Other accommodation services   (Unit),Annual,2015,1251.6053354741755,,,,
Oman,Oman,Other accommodation services   (Unit),Annual,2016,1411.0019135981624,,,,
Oman,Oman,Other accommodation services   (Unit),Annual,2017,1672.2211589247468,,,,
Oman,Oman,Other accommodation services   (Unit),Annual,2018,2484.4673787118363,,,,
Oman,Oman,Other accommodation services   (Unit),Annual,2019,2946.5084014440895,,,,
Oman,Oman,Other accommodation services   (Unit),Annual,2020,736.3431684194101,,,,
Oman,Oman,Other accommodation services   (Unit),Annual,2021,913.9454110063166,,,,
Oman,Oman,Other accommodation services   (Unit),Annual,2022,2418.974713601304,,,,
Oman,Oman,Other accommodation services   (Unit),Annual,2023,3698.4652722590363,,,,
Oman,Oman,Food and beverage serving activities   (Unit),Annual,2011,573.6526310619596,,,,
Oman,Oman,Food and beverage serving activities   (Unit),Annual,2012,735.4897098340114,,,,
Oman,Oman,Food and beverage serving activities   (Unit),Annual,2013,802.5956883934098,,,,
Oman,Oman,Food and beverage serving activities   (Unit),Annual,2014,880.6763844910818,,,,
Oman,Oman,Food and beverage serving activities   (Unit),Annual,2015,975.7769863790078,,,,
Oman,Oman,Food and beverage serving activities   (Unit),Annual,2016,1102.6268158956984,,,,
Oman,Oman,Food and beverage serving activities   (Unit),Annual,2017,1311.1702512672034,,,,
Oman,Oman,Food and beverage serving activities   (Unit),Annual,2018,1964.9036491929805,,,,
Oman,Oman,Food and beverage serving activities   (Unit),Annual,2019,2312.162652865369,,,,
Oman,Oman,Food and beverage serving activities   (Unit),Annual,2020,577.8178582071898,,,,
Oman,Oman,Food and beverage serving activities   (Unit),Annual,2021,716.1014214689453,,,,
Oman,Oman,Food and beverage serving activities   (Unit),Annual,2022,1932.9699184322058,,,,
Oman,Oman,Food and beverage serving activities   (Unit),Annual,2023,3062.6700110086203,,,,
Oman,Oman,Passenger transportation   (Unit),Annual,2011,169.67806275085556,,,,
Oman,Oman,Passenger transportation   (Unit),Annual,2012,213.0062932119388,,,,
Oman,Oman,Passenger transportation   (Unit),Annual,2013,230.72242781898606,,,,
Oman,Oman,Passenger transportation   (Unit),Annual,2014,251.16191963393652,,,,
Oman,Oman,Passenger transportation   (Unit),Annual,2015,275.8283490951677,,,,
Oman,Oman,Passenger transportation   (Unit),Annual,2016,308.37509770246396,,,,
Oman,Oman,Passenger transportation   (Unit),Annual,2017,361.05090765754335,,,,
Oman,Oman,Passenger transportation   (Unit),Annual,2018,519.5637295188557,,,,
Oman,Oman,Passenger transportation   (Unit),Annual,2019,634.3457485787203,,,,
Oman,Oman,Passenger transportation   (Unit),Annual,2020,158.52531021222018,,,,
Oman,Oman,Passenger transportation   (Unit),Annual,2021,197.84398953737133,,,,
Oman,Oman,Passenger transportation   (Unit),Annual,2022,486.004795169098,,,,
Oman,Oman,Passenger transportation   (Unit),Annual,2023,635.7952612504157,,,,
Oman,Oman,Travel agencies and other reservation services activities   (Unit),Annual,2011,743.3306938128152,,,,
Oman,Oman,Travel agencies and other reservation services activities   (Unit),Annual,2012,948.4960030459501,,,,
Oman,Oman,Travel agencies and other reservation services activities   (Unit),Annual,2013,1033.3181162123958,,,,
Oman,Oman,Travel agencies and other reservation services activities   (Unit),Annual,2014,1131.8383041250183,,,,
Oman,Oman,Travel agencies and other reservation services activities   (Unit),Annual,2015,1251.6053354741755,,,,
Oman,Oman,Travel agencies and other reservation services activities   (Unit),Annual,2016,1411.0019135981624,,,,
Oman,Oman,Travel agencies and other reservation services activities   (Unit),Annual,2017,1672.2211589247468,,,,
Oman,Oman,Travel agencies and other reservation services activities   (Unit),Annual,2018,2484.4673787118363,,,,
Oman,Oman,Travel agencies and other reservation services activities   (Unit),Annual,2019,2946.5084014440895,,,,
Oman,Oman,Travel agencies and other reservation services activities   (Unit),Annual,2020,736.3431684194101,,,,
Oman,Oman,Travel agencies and other reservation services activities   (Unit),Annual,2021,913.9454110063166,,,,
Oman,Oman,Travel agencies and other reservation services activities   (Unit),Annual,2022,2418.974713601304,,,,
Oman,Oman,Travel agencies and other reservation services activities   (Unit),Annual,2023,3698.4652722590363,,,,
Oman,Oman,Gross fixed capital formation of  monetary indicators   (US$ Mn),Annual,2011,20.67294275163103,,,,
Oman,Oman,Gross fixed capital formation of  monetary indicators   (US$ Mn),Annual,2012,19.618353917338112,,,,
Oman,Oman,Gross fixed capital formation of  monetary indicators   (US$ Mn),Annual,2013,19.0844140102752,,,,
Oman,Oman,Gross fixed capital formation of  monetary indicators   (US$ Mn),Annual,2014,17.95306435511727,,,,
Oman,Oman,Gross fixed capital formation of  monetary indicators   (US$ Mn),Annual,2015,17.02257163541984,,,,
Oman,Oman,Gross fixed capital formation of  monetary indicators   (US$ Mn),Annual,2016,16.226879163103767,,,,
Oman,Oman,Gross fixed capital formation of  monetary indicators   (US$ Mn),Annual,2017,17.432157855236163,,,,
Oman,Oman,Gross fixed capital formation of  monetary indicators   (US$ Mn),Annual,2018,23.967868081969385,,,,
Oman,Oman,Gross fixed capital formation of  monetary indicators   (US$ Mn),Annual,2019,21.627912800454823,,,,
Oman,Oman,Gross fixed capital formation of  monetary indicators   (US$ Mn),Annual,2020,26.767417905684276,,,,
Oman,Oman,Gross fixed capital formation of  monetary indicators   (US$ Mn),Annual,2021,39.99427981850377,,,,
Oman,Oman,Gross fixed capital formation of  monetary indicators   (US$ Mn),Annual,2022,20.094219706961404,,,,
Oman,Oman,Gross fixed capital formation of  monetary indicators   (US$ Mn),Annual,2023,20.201585071648367,,,,
Oman,Oman,Average length of stay   (Night),Annual,2011,235,,,,
Oman,Oman,Average length of stay   (Night),Annual,2012,248,,,,
Oman,Oman,Average length of stay   (Night),Annual,2013,266,,,,
Oman,Oman,Average length of stay   (Night),Annual,2014,286,,,,
Oman,Oman,Average length of stay   (Night),Annual,2015,318,,,,
Oman,Oman,Average length of stay   (Night),Annual,2016,340,,,,
Oman,Oman,Average length of stay   (Night),Annual,2017,359,,,,
Oman,Oman,Average length of stay   (Night),Annual,2018,0,,,,
Oman,Oman,Average length of stay   (Night),Annual,2019,0,,,,
Oman,Oman,Average length of stay   (Night),Annual,2020,0,,,,
Oman,Oman,Average length of stay   (Night),Annual,2021,0,,,,
Oman,Oman,Average length of stay   (Night),Annual,2022,0,,,,
Oman,Oman,Average length of stay   (Night),Annual,2023,0,,,,
Oman,Oman,Gross fixed capital formation of accommodation for visitors (hotels and similar establishments)   (US$ Mn),Annual,2011,2355.04377059631,,,,
Oman,Oman,Gross fixed capital formation of accommodation for visitors (hotels and similar establishments)   (US$ Mn),Annual,2012,2723.955907134287,,,,
Oman,Oman,Gross fixed capital formation of accommodation for visitors (hotels and similar establishments)   (US$ Mn),Annual,2013,2943.4791519762634,,,,
Oman,Oman,Gross fixed capital formation of accommodation for visitors (hotels and similar establishments)   (US$ Mn),Annual,2014,3044.24402152726,,,,
Oman,Oman,Gross fixed capital formation of accommodation for visitors (hotels and similar establishments)   (US$ Mn),Annual,2015,3195.0580485471232,,,,
Oman,Oman,Gross fixed capital formation of accommodation for visitors (hotels and similar establishments)   (US$ Mn),Annual,2016,3147.509875626675,,,,
Oman,Oman,Gross fixed capital formation of accommodation for visitors (hotels and similar establishments)   (US$ Mn),Annual,2017,3349.4167978205605,,,,
Oman,Oman,Gross fixed capital formation of accommodation for visitors (hotels and similar establishments)   (US$ Mn),Annual,2018,4224.79687851264,,,,
Oman,Oman,Gross fixed capital formation of accommodation for visitors (hotels and similar establishments)   (US$ Mn),Annual,2019,4342.6492157924895,,,,
Oman,Oman,Gross fixed capital formation of accommodation for visitors (hotels and similar establishments)   (US$ Mn),Annual,2020,2157.208365765328,,,,
Oman,Oman,Gross fixed capital formation of accommodation for visitors (hotels and similar establishments)   (US$ Mn),Annual,2021,2392.9512634761554,,,,
Oman,Oman,Gross fixed capital formation of accommodation for visitors (hotels and similar establishments)   (US$ Mn),Annual,2022,4099.367585891997,,,,
Oman,Oman,Gross fixed capital formation of accommodation for visitors (hotels and similar establishments)   (US$ Mn),Annual,2023,4661.16107931258,,,,
Oman,Oman,Inbound trips   (%),Annual,2011,1000.5421829625169,,,,
Oman,Oman,Inbound trips   (%),Annual,2012,1129.6885286911097,,,,
Oman,Oman,Inbound trips   (%),Annual,2013,1244.5629682432937,,,,
Oman,Oman,Inbound trips   (%),Annual,2014,1249.2077310196833,,,,
Oman,Oman,Inbound trips   (%),Annual,2015,1288.0228987819348,,,,
Oman,Oman,Inbound trips   (%),Annual,2016,1372.282877678478,,,,
Oman,Oman,Inbound trips   (%),Annual,2017,1428.8819143538765,,,,
Oman,Oman,Inbound trips   (%),Annual,2018,2357.871583091398,,,,
Oman,Oman,Inbound trips   (%),Annual,2019,2305.1997583411408,,,,
Oman,Oman,Inbound trips   (%),Annual,2020,1050.2852310499431,,,,
Oman,Oman,Inbound trips   (%),Annual,2021,1153.5943347952768,,,,
Oman,Oman,Inbound trips   (%),Annual,2022,2092.3459492858083,,,,
Oman,Oman,Inbound trips   (%),Annual,2023,2360.9021885793477,,,,
Oman,Oman,With package tour   (%),Annual,2011,1354.5015876337932,,,,
Oman,Oman,With package tour   (%),Annual,2012,1594.2673784431768,,,,
Oman,Oman,With package tour   (%),Annual,2013,1698.9161837329702,,,,
Oman,Oman,With package tour   (%),Annual,2014,1795.0362905075772,,,,
Oman,Oman,With package tour   (%),Annual,2015,1907.0351497651889,,,,
Oman,Oman,With package tour   (%),Annual,2016,1775.2269979481973,,,,
Oman,Oman,With package tour   (%),Annual,2017,1920.5348834666854,,,,
Oman,Oman,With package tour   (%),Annual,2018,1866.9252954212432,,,,
Oman,Oman,With package tour   (%),Annual,2019,2037.4494574513494,,,,
Oman,Oman,With package tour   (%),Annual,2020,1106.9231347153855,,,,
Oman,Oman,With package tour   (%),Annual,2021,1239.3569286808784,,,,
Oman,Oman,With package tour   (%),Annual,2022,2007.0216366061886,,,,
Oman,Oman,With package tour   (%),Annual,2023,2300.258890733233,,,,
Oman,Oman,With package tour   (%),Annual,2011,11753,,,,
Oman,Oman,With package tour   (%),Annual,2012,12352,,,,
Oman,Oman,With package tour   (%),Annual,2013,13603,,,,
Oman,Oman,With package tour   (%),Annual,2014,14815,,,,
Oman,Oman,With package tour   (%),Annual,2015,16691,,,,
Oman,Oman,With package tour   (%),Annual,2016,18420,,,,
Oman,Oman,With package tour   (%),Annual,2017,19520,,,,
Oman,Oman,With package tour   (%),Annual,2018,412,,,,
Oman,Oman,With package tour   (%),Annual,2019,491,,,,
Oman,Oman,With package tour   (%),Annual,2020,548,,,,
Oman,Oman,With package tour   (%),Annual,2021,612,,,,
Oman,Oman,With package tour   (%),Annual,2022,674,,,,
Oman,Oman,With package tour   (%),Annual,2023,812,,,,
Oman,Oman,Without package tour   (%),Annual,2011,18654,,,,
Oman,Oman,Without package tour   (%),Annual,2012,19099,,,,
Oman,Oman,Without package tour   (%),Annual,2013,20386,,,,
Oman,Oman,Without package tour   (%),Annual,2014,22461,,,,
Oman,Oman,Without package tour   (%),Annual,2015,25966,,,,
Oman,Oman,Without package tour   (%),Annual,2016,28606,,,,
Oman,Oman,Without package tour   (%),Annual,2017,30489,,,,
Oman,Oman,Without package tour   (%),Annual,2018,31214,,,,
Oman,Oman,Outbound trips   (%),Annual,2011,43.38484633013852,,,,
Oman,Oman,Outbound trips   (%),Annual,2012,45.78913880482357,,,,
Oman,Oman,Outbound trips   (%),Annual,2013,47.72088808981292,,,,
Oman,Oman,Outbound trips   (%),Annual,2014,49.23903486486926,,,,
Oman,Oman,Outbound trips   (%),Annual,2015,46.91365215588054,,,,
Oman,Oman,Outbound trips   (%),Annual,2016,47.30263123486746,,,,
Oman,Oman,Outbound trips   (%),Annual,2017,45.24207839150331,,,,
Oman,Oman,Outbound trips   (%),Annual,2018,3544.1357170105402,,,,
Oman,Oman,Outbound trips   (%),Annual,2019,3798.3257961315035,,,,
Oman,Oman,Outbound trips   (%),Annual,2020,1710.4800954169632,,,,
Oman,Oman,Outbound trips   (%),Annual,2021,2295.573347060616,,,,
Oman,Oman,Outbound trips   (%),Annual,2022,3500.99008852034,,,,
Oman,Oman,Outbound trips   (%),Annual,2023,4337.038255848762,,,,
Oman,Oman,Compensation of employees of other reservation service activities   (US$ Mn),Annual,2011,239.96556745177648,,,,
Oman,Oman,Compensation of employees of other reservation service activities   (US$ Mn),Annual,2012,306.73486106464503,,,,
Oman,Oman,Compensation of employees of other reservation service activities   (US$ Mn),Annual,2013,318.4198128582712,,,,
Oman,Oman,Compensation of employees of other reservation service activities   (US$ Mn),Annual,2014,352.50146448521974,,,,
Oman,Oman,Compensation of employees of other reservation service activities   (US$ Mn),Annual,2015,369.6443486843405,,,,
Oman,Oman,Compensation of employees of other reservation service activities   (US$ Mn),Annual,2016,288.02234465160194,,,,
Oman,Oman,Compensation of employees of other reservation service activities   (US$ Mn),Annual,2017,381.11179995348994,,,,
Oman,Oman,Compensation of employees of other reservation service activities   (US$ Mn),Annual,2018,82.78452084500479,,,,
Oman,Oman,Compensation of employees of other reservation service activities   (US$ Mn),Annual,2019,89.89463385373647,,,,
Oman,Oman,Compensation of employees of other reservation service activities   (US$ Mn),Annual,2020,38.351530363376455,,,,
Oman,Oman,Compensation of employees of other reservation service activities   (US$ Mn),Annual,2021,41.28138707161294,,,,
Oman,Oman,Compensation of employees of other reservation service activities   (US$ Mn),Annual,2022,59.78289520607102,,,,
Oman,Oman,Compensation of employees of other reservation service activities   (US$ Mn),Annual,2023,65.00918408153474,,,,
Oman,Oman,Other GCC nationals   (000),Annual,2011,9.481,,,,
Oman,Oman,Other GCC nationals   (000),Annual,2012,9.557,,,,
Oman,Oman,Other GCC nationals   (000),Annual,2013,9.893,,,,
Oman,Oman,Other GCC nationals   (000),Annual,2014,10.763,,,,
Oman,Oman,Other GCC nationals   (000),Annual,2015,11.053,,,,
Oman,Oman,Other GCC nationals   (000),Annual,2016,12.381,,,,
Oman,Oman,Other GCC nationals   (000),Annual,2017,14.05,,,,
Oman,Oman,Other GCC nationals   (000),Annual,2018,22.182,,,,
Oman,Oman,Other GCC nationals   (000),Annual,2019,25.139,,,,
Oman,Oman,Other GCC nationals   (000),Annual,2020,9.355,,,,
Oman,Oman,Other GCC nationals   (000),Annual,2021,10.303,,,,
Oman,Oman,Other GCC nationals   (000),Annual,2022,11.631,,,,
Oman,Oman,Other GCC nationals   (000),Annual,2023,12.221,,,,
Oman,Oman,Number of full-time equivalent jobs    (000),Annual,2020,0.142,,,,
Oman,Oman,Number of full-time equivalent jobs    (000),Annual,2021,0.125,,,,
Oman,Oman,Number of full-time equivalent jobs    (000),Annual,2022,0.115,,,,
Oman,Oman,Number of full-time equivalent jobs    (000),Annual,2023,0.1,,,,
Oman,Oman,Male   (000),Annual,2020,96.613,,,,
Oman,Oman,Male   (000),Annual,2021,85.864,,,,
Oman,Oman,Male   (000),Annual,2022,120.183,,,,
Oman,Oman,Male   (000),Annual,2023,124.106,,,,
Oman,Oman,Female   (000),Annual,2020,5.908,,,,
Oman,Oman,Female   (000),Annual,2021,5.657,,,,
Oman,Oman,Female   (000),Annual,2022,5.583,,,,
Oman,Oman,Female   (000),Annual,2023,5.613,,,,
Oman,Oman,Total number of emloyees (Self employed)   (000),Annual,2020,3.595,,,,
Oman,Oman,Total number of emloyees (Self employed)   (000),Annual,2021,3.386,,,,
Oman,Oman,Total number of emloyees (Self employed)   (000),Annual,2022,3.753,,,,
Oman,Oman,Total number of emloyees (Self employed)   (000),Annual,2023,4.305,,,,
Oman,Oman,Male   (000),Annual,2020,3.9410000000000025,,,,
Oman,Oman,Male   (000),Annual,2021,19.524,,,,
Oman,Oman,Male   (000),Annual,2022,4.600999999999999,,,,
Oman,Oman,Male   (000),Annual,2023,5.207999999999998,,,,
Oman,Oman,Female   (000),Annual,2020,127.754,,,,
Oman,Oman,Female   (000),Annual,2021,123.434,,,,
Oman,Oman,Female   (000),Annual,2022,144.832,,,,
Oman,Oman,Female   (000),Annual,2023,158.376,,,,
Oman,Oman,Internal Tourism Consumption   (US$ Mn),Annual,2020,116.828,,,,
Oman,Oman,Internal Tourism Consumption   (US$ Mn),Annual,2021,114.435,,,,
Oman,Oman,Internal Tourism Consumption   (US$ Mn),Annual,2022,134.514,,,,
Oman,Oman,Internal Tourism Consumption   (US$ Mn),Annual,2023,143.689,,,,
Oman,Oman,Gross Value Added of Tourism Industries   (US$ Mn),Annual,2020,10.926,,,,
Oman,Oman,Gross Value Added of Tourism Industries   (US$ Mn),Annual,2021,8.999,,,,
Oman,Oman,Gross Value Added of Tourism Industries   (US$ Mn),Annual,2022,10.318,,,,
Oman,Oman,Gross Value Added of Tourism Industries   (US$ Mn),Annual,2023,14.687,,,,
Oman,Oman,Direct Contribution of Tourism to Employment   (%),Annual,2020,119.803,,,,
Oman,Oman,Direct Contribution of Tourism to Employment   (%),Annual,2021,125.211,,,,
Oman,Oman,Direct Contribution of Tourism to Employment   (%),Annual,2022,146.351,,,,
Oman,Oman,Direct Contribution of Tourism to Employment   (%),Annual,2023,152.083,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods   (%),Annual,2018,4721.049251981844,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods   (%),Annual,2019,4870.8249296308795,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods   (%),Annual,2020,2414.3159923861203,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods   (%),Annual,2021,2667.376102668922,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods   (%),Annual,2022,4768.230390833888,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods   (%),Annual,2023,5503.913924205043,,,,
Oman,Oman,Outbound tourism expenditure over imports of services   (%),Annual,2018,5613.31081451608,,,,
Oman,Oman,Outbound tourism expenditure over imports of services   (%),Annual,2019,6413.787842177253,,,,
Oman,Oman,Outbound tourism expenditure over imports of services   (%),Annual,2020,4692.5049905092865,,,,
Oman,Oman,Outbound tourism expenditure over imports of services   (%),Annual,2021,4977.882215494298,,,,
Oman,Oman,Outbound tourism expenditure over imports of services   (%),Annual,2022,6462.110371151055,,,,
Oman,Oman,Outbound tourism expenditure over imports of services   (%),Annual,2023,7074.647175712506,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods and services   (%),Annual,2011,1354.5015876337932,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods and services   (%),Annual,2012,1594.2673784431768,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods and services   (%),Annual,2013,1698.9161837329702,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods and services   (%),Annual,2014,1795.0362905075772,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods and services   (%),Annual,2015,1907.0351497651889,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods and services   (%),Annual,2016,1775.2269979481973,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods and services   (%),Annual,2017,1920.5348834666854,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods and services   (%),Annual,2018,2080.0308685271143,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods and services   (%),Annual,2019,2265.532564779944,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods and services   (%),Annual,2020,1214.3014116793888,,,,
Oman,Oman,Outbound tourism expenditure over imports of goods and services   (%),Annual,2021,1356.0746279068376,,,,
