Country,Year,Trade,Financial,Labor,Infrastructure,Sustainability,Convergence,Index,iteration,norm,agg,weights
GCC,2021,28.264100000000003,24.4979,32.0108,35.7782,53.080400000000004,66.9633,39.2526,14,n_minmax,a_amean,pca_whole
GCC,2022,27.7042,22.346,34.107,52.551,44.5831,63.6229,38.9303,14,n_minmax,a_amean,pca_whole
GCC,2023,26.6844,25.1564,34.026,56.5095,55.7024,59.82000000000001,40.0267,14,n_minmax,a_amean,pca_whole
GCC,2024,26.896099999999997,26.2982,34.0417,57.037600000000005,58.138000000000005,58.842800000000004,40.410399999999996,14,n_minmax,a_amean,pca_whole
GCC,2015,21.0919,27.0877,31.375300000000003,48.626000000000005,46.076100000000004,51.287800000000004,29.904300000000003,15,n_minmax,a_gmean,original
GCC,2016,20.1923,24.971400000000003,29.0272,43.167100000000005,54.3314,52.5051,28.1393,15,n_minmax,a_gmean,original
GCC,2017,20.7513,26.0379,26.4237,41.2635,50.24680000000001,54.8012,27.6899,15,n_minmax,a_gmean,original
GCC,2018,21.0195,24.472200000000004,21.484900000000003,37.9234,40.511500000000005,59.434400000000004,25.075000000000003,15,n_minmax,a_gmean,original
GCC,2019,20.172,28.230299999999996,21.4648,38.73740000000001,46.019600000000004,55.6909,25.849600000000002,15,n_minmax,a_gmean,original
GCC,2020,22.7055,22.561700000000002,22.4382,21.337600000000002,60.25359999999999,49.5993,23.663000000000004,15,n_minmax,a_gmean,original
GCC,2021,22.379100000000005,29.3985,26.6777,25.325300000000002,51.3459,45.97070000000001,25.3301,15,n_minmax,a_gmean,original
GCC,2022,22.0624,24.123,27.5515,43.250400000000006,41.2863,35.173,25.159599999999998,15,n_minmax,a_gmean,original
GCC,2023,22.4732,29.5375,24.5231,46.68780000000001,53.691,48.8608,28.607500000000005,15,n_minmax,a_gmean,original
GCC,2024,23.9208,30.3363,24.218300000000003,47.592600000000004,55.9987,45.407000000000004,29.4372,15,n_minmax,a_gmean,original
GCC,2015,18.3901,17.8487,23.3384,29.3395,32.6404,30.649099999999997,21.233800000000002,16,n_rank,a_gmean,pca_dim
GCC,2016,17.3553,19.855900000000005,25.3257,27.8587,36.8589,32.834700000000005,22.410700000000002,16,n_rank,a_gmean,pca_dim
GCC,2017,17.3307,18.8399,26.614800000000002,30.0576,34.25150000000001,32.77400000000001,22.2191,16,n_rank,a_gmean,pca_dim
GCC,2018,13.4312,17.348499999999998,26.0514,25.747100000000003,26.2184,36.78830000000001,18.6965,16,n_rank,a_gmean,pca_dim
GCC,2019,14.100999999999999,17.285,23.877700000000004,27.5054,29.879600000000003,32.512100000000004,18.811899999999998,16,n_rank,a_gmean,pca_dim
GCC,2020,16.999800000000004,20.7716,25.6385,17.5713,40.6883,29.2528,20.391999999999996,16,n_rank,a_gmean,pca_dim
GCC,2021,16.9705,18.5718,24.7393,21.8501,32.8519,30.9991,20.0218,16,n_rank,a_gmean,pca_dim
GCC,2022,14.789800000000001,14.8008,20.731700000000004,28.387,25.007800000000003,27.2545,16.2886,16,n_rank,a_gmean,pca_dim
GCC,2023,17.152500000000003,15.795399999999999,18.4331,29.857300000000002,35.0185,22.203000000000003,17.133100000000002,16,n_rank,a_gmean,pca_dim
GCC,2024,20.1222,16.1605,18.079499999999996,30.213900000000002,37.1424,21.0957,17.9723,16,n_rank,a_gmean,pca_dim
GCC,2015,17.8502,17.0125,22.081799999999998,28.2541,29.8782,29.8763,20.491699999999998,17,n_rank,a_gmean,pca_whole
GCC,2016,17.441,17.8644,20.814799999999998,26.6822,35.4524,31.390800000000006,20.6689,17,n_rank,a_gmean,pca_whole
GCC,2017,16.2002,17.6549,18.217699999999997,29.3167,32.6031,31.6462,19.354,17,n_rank,a_gmean,pca_whole
GCC,2018,13.235,16.2079,16.0382,25.081400000000002,24.5712,34.816300000000005,16.381,17,n_rank,a_gmean,pca_whole
GCC,2019,13.41,17.3582,17.218999999999998,26.804700000000004,28.826400000000003,31.396800000000006,17.2925,17,n_rank,a_gmean,pca_whole
GCC,2020,16.1994,19.5943,16.0875,17.8024,40.1506,28.779500000000002,18.9749,17,n_rank,a_gmean,pca_whole
GCC,2021,16.022,18.6683,19.1488,22.3198,32.2434,28.882600000000004,18.9598,17,n_rank,a_gmean,pca_whole
GCC,2022,14.3427,14.2755,18.7964,27.765,24.829,26.053900000000002,15.8735,17,n_rank,a_gmean,pca_whole
GCC,2023,15.7787,16.038000000000004,15.0205,29.073700000000002,34.604,22.8801,16.927300000000002,17,n_rank,a_gmean,pca_whole
